service_a,service_b,n_days,mean_diff_log_ratio,t_statistic,p_value,p_value_fdr_bh
fhv,hvfhv,30,0.011560416704339955,0.369428511152467,0.7144922821069482,0.8954714021961446
fhv,green_taxi,30,-0.004666925873537712,-0.1325414799736035,0.8954714021961446,0.8954714021961446
fhv,yellow_taxi,30,0.0056904842980767,0.347973802581861,0.7303731068718761,0.8954714021961446
hvfhv,green_taxi,30,-0.016227342577877668,-0.30757402110744153,0.7606046151527088,0.8954714021961446
hvfhv,yellow_taxi,30,-0.005869932406263253,-0.2567434881325411,0.7991895744277421,0.8954714021961446
green_taxi,yellow_taxi,30,0.010357410171614416,0.28051687069945513,0.7810724975183557,0.8954714021961446
