service,count,mean,std,min,25%,50%,75%,max
fhv,30.0,0.0062024476393394996,0.16439823344339402,-0.27013279670687823,-0.11258201791803085,0.006336533477431785,0.12189931180284086,0.362763596524033
hvfhv,30.0,-0.005357969065000453,0.12725853979228532,-0.20951302582517792,-0.1387336487792289,0.036564135240631034,0.1031580610624741,0.17873620983590613
green_taxi,30.0,0.010869373512877216,0.22999233185246823,-0.3867229262984238,-0.10142770661072081,-0.013023640322007556,0.08797328713508659,0.6062708748206053
yellow_taxi,30.0,0.0005119633412628012,0.14735054202398795,-0.27641767026321107,-0.11704785591962452,0.012229827483529588,0.07688764186878,0.4322665738140385
