station_complex_id,date,ridership
145,2023-09-11,3268
145,2023-09-12,3664
145,2023-09-13,3528
145,2023-09-14,3604
145,2023-09-15,3391
145,2023-09-16,3126
145,2023-09-17,2555
145,2023-09-18,3236
145,2023-09-19,3739
145,2023-09-20,3694
145,2023-09-21,4104
145,2023-09-22,3936
145,2023-09-23,1899
145,2023-09-24,1509
145,2023-09-25,2464
145,2023-09-26,3580
145,2023-09-27,3692
145,2023-09-28,3665
145,2023-09-29,2820
145,2023-09-30,2085
145,2023-10-01,1938
145,2023-10-02,3366
145,2023-10-03,3794
145,2023-10-04,3708
145,2023-10-05,3721
145,2023-10-06,3240
145,2023-10-07,1832
145,2023-10-08,1948
145,2023-10-09,2493
145,2023-10-10,3565
145,2023-10-11,3666
145,2023-10-12,3745
145,2023-10-13,3421
145,2023-10-14,1881
145,2023-10-15,1791
145,2023-10-16,3274
145,2023-10-17,3452
145,2023-10-18,3475
145,2023-10-19,3570
145,2023-10-20,3118
145,2023-10-21,2023
145,2023-10-22,1911
145,2023-10-23,3251
145,2023-10-24,3571
145,2023-10-25,3465
145,2023-10-26,3539
145,2023-10-27,3392
145,2023-10-28,2462
145,2023-10-29,1442
145,2023-10-30,3021
145,2023-10-31,3438
145,2023-11-01,3358
145,2023-11-02,3457
145,2023-11-03,3172
145,2023-11-04,2282
145,2023-11-05,1796
145,2023-11-06,3107
145,2023-11-07,3120
145,2023-11-08,3421
145,2023-11-09,3273
145,2023-11-10,3113
145,2023-11-11,2410
145,2023-11-12,1831
145,2023-11-13,3130
145,2023-11-14,3330
145,2023-11-15,3419
145,2023-11-16,3468
145,2023-11-17,3258
145,2023-11-18,2192
145,2023-11-19,1821
145,2023-11-20,3011
145,2023-11-21,3082
145,2023-11-22,2777
145,2023-11-23,1322
145,2023-11-24,1904
145,2023-11-25,1667
145,2023-11-26,1374
145,2023-11-27,2853
145,2023-11-28,3223
145,2023-11-29,3256
145,2023-11-30,3313
145,2023-12-01,3055
145,2023-12-02,2076
145,2023-12-03,1314
145,2023-12-04,2967
145,2023-12-05,3275
145,2023-12-06,3409
145,2023-12-07,3268
145,2023-12-08,3099
145,2023-12-09,2141
145,2023-12-10,1330
145,2023-12-11,3083
145,2023-12-12,3335
145,2023-12-13,3292
145,2023-12-14,3352
145,2023-12-15,3299
145,2023-12-16,3225
145,2023-12-17,2204
145,2023-12-18,2740
145,2023-12-19,2909
145,2023-12-20,3141
145,2023-12-21,3129
145,2023-12-22,2808
145,2023-12-23,1775
145,2023-12-24,1233
145,2023-12-25,863
145,2023-12-26,1937
145,2023-12-27,2098
145,2023-12-28,2245
145,2023-12-29,2382
145,2023-12-30,1840
145,2023-12-31,1528
146,2023-01-01,2418
146,2023-01-02,3327
146,2023-01-03,5556
146,2023-01-04,6038
146,2023-01-05,6195
146,2023-01-06,5831
146,2023-01-07,4020
146,2023-01-08,2905
146,2023-01-09,5696
146,2023-01-10,6133
146,2023-01-11,6360
146,2023-01-12,6402
146,2023-01-13,5958
146,2023-01-14,3629
146,2023-01-15,3175
146,2023-01-16,3782
146,2023-01-17,6244
146,2023-01-18,6374
146,2023-01-19,6583
146,2023-01-20,6031
146,2023-01-21,4097
146,2023-01-22,3015
146,2023-01-23,5632
146,2023-01-24,6353
146,2023-01-25,6176
146,2023-01-26,6632
146,2023-01-27,6198
146,2023-01-28,4114
146,2023-01-29,3030
146,2023-01-30,5736
146,2023-01-31,6717
146,2023-02-01,6488
146,2023-02-02,6843
146,2023-02-03,5754
146,2023-02-04,115
146,2023-02-05,43
146,2023-02-06,6013
146,2023-02-07,6721
146,2023-02-08,6736
146,2023-02-09,6753
146,2023-02-10,6458
146,2023-02-11,4022
146,2023-02-12,3103
146,2023-02-13,5980
146,2023-02-14,6807
146,2023-02-15,6780
146,2023-02-16,6744
146,2023-02-17,5886
146,2023-02-18,3761
146,2023-02-19,3061
146,2023-02-20,3983
146,2023-02-21,5357
146,2023-02-22,5791
146,2023-02-23,6081
146,2023-02-24,5438
146,2023-02-25,3601
146,2023-02-26,3170
146,2023-02-27,5775
146,2023-02-28,6154
146,2023-03-01,6630
146,2023-03-02,6557
146,2023-03-03,6088
146,2023-03-04,22
146,2023-03-05,66
146,2023-03-06,5750
146,2023-03-07,6493
146,2023-03-08,6562
146,2023-03-09,6692
146,2023-03-10,6253
146,2023-03-11,3803
146,2023-03-12,3037
146,2023-03-13,5771
146,2023-03-14,6377
146,2023-03-15,6571
146,2023-03-16,6786
146,2023-03-17,6163
146,2023-03-18,4130
146,2023-03-19,2953
146,2023-03-20,5907
146,2023-03-21,6563
146,2023-03-22,6677
146,2023-03-23,6606
146,2023-03-24,6233
146,2023-03-25,3433
146,2023-03-26,3356
146,2023-03-27,5760
146,2023-03-28,6529
146,2023-03-29,6378
146,2023-03-30,6726
146,2023-03-31,6144
146,2023-04-01,16
146,2023-04-02,27
146,2023-04-03,5875
146,2023-04-04,6635
146,2023-04-05,6415
146,2023-04-06,5702
146,2023-04-07,5061
146,2023-04-08,15
146,2023-04-09,9
146,2023-04-10,5034
146,2023-04-11,5732
146,2023-04-12,5636
146,2023-04-13,5842
146,2023-04-14,5514
146,2023-04-15,11
146,2023-04-16,49
146,2023-04-17,5216
146,2023-04-18,5926
146,2023-04-19,6109
146,2023-04-20,6137
146,2023-04-21,5490
146,2023-04-22,3617
146,2023-04-23,2744
146,2023-04-24,5335
146,2023-04-25,5949
146,2023-04-26,5663
146,2023-04-27,6203
146,2023-04-28,5774
146,2023-04-29,3105
146,2023-04-30,2451
146,2023-05-01,5311
146,2023-05-02,5862
146,2023-05-03,6012
146,2023-05-04,6019
146,2023-05-05,5687
146,2023-05-06,3816
146,2023-05-07,3010
146,2023-05-08,5214
146,2023-05-09,5867
146,2023-05-10,5979
146,2023-05-11,5968
146,2023-05-12,5500
146,2023-05-13,17
146,2023-05-14,16
146,2023-05-15,5115
146,2023-05-16,5727
146,2023-05-17,5933
146,2023-05-18,5995
146,2023-05-19,5629
146,2023-05-20,4627
146,2023-05-21,3294
146,2023-05-22,5226
146,2023-05-23,5744
146,2023-05-24,5971
146,2023-05-25,5525
146,2023-05-26,4936
146,2023-05-27,17
146,2023-05-28,13
146,2023-05-29,12
146,2023-05-30,5152
146,2023-05-31,5820
146,2023-06-01,5762
146,2023-06-02,5427
146,2023-06-03,3483
146,2023-06-04,3081
146,2023-06-05,5106
146,2023-06-06,5494
146,2023-06-07,5313
146,2023-06-08,4521
146,2023-06-09,4813
146,2023-06-10,3837
146,2023-06-11,2904
146,2023-06-12,4969
146,2023-06-13,5593
146,2023-06-14,5687
146,2023-06-15,5713
146,2023-06-16,4659
146,2023-06-17,25
146,2023-06-18,25
146,2023-06-19,3614
146,2023-06-20,5277
146,2023-06-21,5357
146,2023-06-22,5531
146,2023-06-23,5072
146,2023-06-24,9
146,2023-06-25,18
146,2023-06-26,4130
146,2023-06-27,5128
146,2023-06-28,4904
146,2023-06-29,5094
146,2023-06-30,4628
146,2023-07-01,4282
146,2023-07-02,3476
146,2023-07-03,3611
146,2023-07-04,2463
146,2023-07-05,4561
146,2023-07-06,4841
146,2023-07-07,4666
146,2023-07-08,3039
146,2023-07-09,2546
146,2023-07-10,4312
146,2023-07-11,4929
146,2023-07-12,4969
146,2023-07-13,4879
146,2023-07-14,4343
146,2023-07-15,4379
146,2023-07-16,2993
146,2023-07-17,4382
146,2023-07-18,4822
146,2023-07-19,5180
146,2023-07-20,5135
146,2023-07-21,4571
146,2023-07-22,3412
146,2023-07-23,2677
146,2023-07-24,4433
146,2023-07-25,4897
146,2023-07-26,4997
146,2023-07-27,4794
146,2023-07-28,4459
146,2023-07-29,4223
146,2023-07-30,3801
146,2023-07-31,4195
146,2023-08-01,4746
146,2023-08-02,4870
146,2023-08-03,4947
146,2023-08-04,4368
146,2023-08-05,3278
146,2023-08-06,2702
146,2023-08-07,3999
146,2023-08-08,4741
146,2023-08-09,4912
146,2023-08-10,4865
146,2023-08-11,4607
146,2023-08-12,3270
146,2023-08-13,2943
146,2023-08-14,4270
146,2023-08-15,4854
146,2023-08-16,4841
146,2023-08-17,4537
146,2023-08-18,4321
146,2023-08-19,3382
146,2023-08-20,2692
146,2023-08-21,4004
146,2023-08-22,4425
146,2023-08-23,4487
146,2023-08-24,4399
146,2023-08-25,4008
146,2023-08-26,2992
146,2023-08-27,2694
146,2023-08-28,3952
146,2023-08-29,4912
146,2023-08-30,4815
146,2023-08-31,5059
146,2023-09-01,4790
146,2023-09-02,3291
146,2023-09-03,2870
146,2023-09-04,2683
146,2023-09-05,5091
146,2023-09-06,5458
146,2023-09-07,5788
146,2023-09-08,5381
146,2023-09-09,4739
146,2023-09-10,3837
146,2023-09-11,5416
146,2023-09-12,5830
146,2023-09-13,5770
146,2023-09-14,5990
146,2023-09-15,5624
146,2023-09-16,5116
146,2023-09-17,4118
146,2023-09-18,5360
146,2023-09-19,6099
146,2023-09-20,6216
146,2023-09-21,6257
146,2023-09-22,5800
146,2023-09-23,3284
146,2023-09-24,2693
146,2023-09-25,3886
146,2023-09-26,5786
146,2023-09-27,5863
146,2023-09-28,5961
146,2023-09-29,4432
146,2023-09-30,3313
146,2023-10-01,2920
146,2023-10-02,5008
146,2023-10-03,5828
146,2023-10-04,5878
146,2023-10-05,6080
146,2023-10-06,5304
146,2023-10-07,3135
146,2023-10-08,2944
146,2023-10-09,3955
146,2023-10-10,5703
146,2023-10-11,5700
146,2023-10-12,5897
146,2023-10-13,5084
146,2023-10-14,3302
146,2023-10-15,2924
146,2023-10-16,4840
146,2023-10-17,6101
146,2023-10-18,6458
146,2023-10-19,6626
146,2023-10-20,5800
146,2023-10-21,4007
146,2023-10-22,3317
146,2023-10-23,5617
146,2023-10-24,6353
146,2023-10-25,6577
146,2023-10-26,6559
146,2023-10-27,6055
146,2023-10-28,4482
146,2023-10-29,2942
146,2023-10-30,5765
146,2023-10-31,6253
146,2023-11-01,6408
146,2023-11-02,6725
146,2023-11-03,6085
146,2023-11-04,4559
146,2023-11-05,3678
146,2023-11-06,6050
146,2023-11-07,6112
146,2023-11-08,6720
146,2023-11-09,6858
146,2023-11-10,6026
146,2023-11-11,4530
146,2023-11-12,3457
146,2023-11-13,5915
146,2023-11-14,6591
146,2023-11-15,6752
146,2023-11-16,6707
146,2023-11-17,6347
146,2023-11-18,4295
146,2023-11-19,3515
146,2023-11-20,6056
146,2023-11-21,6279
146,2023-11-22,5847
146,2023-11-23,2867
146,2023-11-24,3927
146,2023-11-25,3578
146,2023-11-26,2965
146,2023-11-27,5975
146,2023-11-28,6625
146,2023-11-29,6728
146,2023-11-30,6636
146,2023-12-01,6172
146,2023-12-02,4428
146,2023-12-03,3140
146,2023-12-04,6247
146,2023-12-05,6858
146,2023-12-06,6982
146,2023-12-07,7008
146,2023-12-08,6409
146,2023-12-09,4921
146,2023-12-10,3323
146,2023-12-11,6211
146,2023-12-12,7021
146,2023-12-13,6899
146,2023-12-14,7123
146,2023-12-15,6975
146,2023-12-16,7101
146,2023-12-17,5051
146,2023-12-18,5989
146,2023-12-19,6341
146,2023-12-20,6649
146,2023-12-21,6596
146,2023-12-22,5930
146,2023-12-23,3933
146,2023-12-24,3118
146,2023-12-25,2058
146,2023-12-26,4248
146,2023-12-27,4732
146,2023-12-28,4962
146,2023-12-29,5109
146,2023-12-30,3943
146,2023-12-31,3628
147,2023-01-01,2967
147,2023-01-02,4184
147,2023-01-03,6473
147,2023-01-04,6958
147,2023-01-05,6866
147,2023-01-06,6934
147,2023-01-07,4390
147,2023-01-08,3310
147,2023-01-09,6607
147,2023-01-10,6999
147,2023-01-11,7181
147,2023-01-12,7138
147,2023-01-13,7030
147,2023-01-14,4344
147,2023-01-15,3347
147,2023-01-16,4730
147,2023-01-17,6988
147,2023-01-18,7414
147,2023-01-19,7231
147,2023-01-20,7158
147,2023-01-21,4385
147,2023-01-22,3311
147,2023-01-23,6622
147,2023-01-24,7249
147,2023-01-25,7064
147,2023-01-26,7432
147,2023-01-27,7127
147,2023-01-28,4592
147,2023-01-29,3466
147,2023-01-30,6865
147,2023-01-31,7339
147,2023-02-01,7449
147,2023-02-02,7519
147,2023-02-03,6447
147,2023-02-04,30
147,2023-02-05,77
147,2023-02-06,6278
147,2023-02-07,7327
147,2023-02-08,7501
147,2023-02-09,7451
147,2023-02-10,7533
147,2023-02-11,4750
147,2023-02-12,3448
147,2023-02-13,6849
147,2023-02-14,7474
147,2023-02-15,7530
147,2023-02-16,7369
147,2023-02-17,7243
147,2023-02-18,4796
147,2023-02-19,3477
147,2023-02-20,4832
147,2023-02-21,6736
147,2023-02-22,6987
147,2023-02-23,7309
147,2023-02-24,6928
147,2023-02-25,4195
147,2023-02-26,3558
147,2023-02-27,6992
147,2023-02-28,6624
147,2023-03-01,7548
147,2023-03-02,7480
147,2023-03-03,7188
147,2023-03-04,39
147,2023-03-05,16
147,2023-03-06,6890
147,2023-03-07,7561
147,2023-03-08,7789
147,2023-03-09,7851
147,2023-03-10,7354
147,2023-03-11,4519
147,2023-03-12,3611
147,2023-03-13,6928
147,2023-03-14,6933
147,2023-03-15,7700
147,2023-03-16,8006
147,2023-03-17,7784
147,2023-03-18,4867
147,2023-03-19,3645
147,2023-03-20,7159
147,2023-03-21,7603
147,2023-03-22,7622
147,2023-03-23,7875
147,2023-03-24,7354
147,2023-03-25,4059
147,2023-03-26,3902
147,2023-03-27,7062
147,2023-03-28,7557
147,2023-03-29,7879
147,2023-03-30,7734
147,2023-03-31,7376
147,2023-04-01,20
147,2023-04-02,16
147,2023-04-03,7053
147,2023-04-04,7725
147,2023-04-05,7475
147,2023-04-06,6925
147,2023-04-07,6192
147,2023-04-08,24
147,2023-04-09,28
147,2023-04-10,6518
147,2023-04-11,7160
147,2023-04-12,7035
147,2023-04-13,7159
147,2023-04-14,7024
147,2023-04-15,17
147,2023-04-16,6
147,2023-04-17,6946
147,2023-04-18,7721
147,2023-04-19,7791
147,2023-04-20,7925
147,2023-04-21,7411
147,2023-04-22,4386
147,2023-04-23,3429
147,2023-04-24,7546
147,2023-04-25,7715
147,2023-04-26,7952
147,2023-04-27,8039
147,2023-04-28,7723
147,2023-04-29,3998
147,2023-04-30,3194
147,2023-05-01,7329
147,2023-05-02,7823
147,2023-05-03,7820
147,2023-05-04,7907
147,2023-05-05,7781
147,2023-05-06,5004
147,2023-05-07,3857
147,2023-05-08,7298
147,2023-05-09,7732
147,2023-05-10,8064
147,2023-05-11,7978
147,2023-05-12,7352
147,2023-05-13,28
147,2023-05-14,19
147,2023-05-15,7854
147,2023-05-16,8631
147,2023-05-17,8424
147,2023-05-18,9070
147,2023-05-19,8290
147,2023-05-20,5348
147,2023-05-21,4326
147,2023-05-22,7803
147,2023-05-23,7986
147,2023-05-24,8036
147,2023-05-25,8077
147,2023-05-26,7133
147,2023-05-27,27
147,2023-05-28,17
147,2023-05-29,26
147,2023-05-30,7410
147,2023-05-31,7669
147,2023-06-01,7772
147,2023-06-02,7603
147,2023-06-03,4651
147,2023-06-04,3861
147,2023-06-05,7264
147,2023-06-06,7713
147,2023-06-07,7328
147,2023-06-08,6665
147,2023-06-09,7330
147,2023-06-10,4989
147,2023-06-11,4808
147,2023-06-12,7176
147,2023-06-13,7843
147,2023-06-14,7609
147,2023-06-15,7744
147,2023-06-16,7196
147,2023-06-17,45
147,2023-06-18,19
147,2023-06-19,5527
147,2023-06-20,7382
147,2023-06-21,7665
147,2023-06-22,7394
147,2023-06-23,7425
147,2023-06-24,28
147,2023-06-25,13
147,2023-06-26,6398
147,2023-06-27,7118
147,2023-06-28,7204
147,2023-06-29,7165
147,2023-06-30,6750
147,2023-07-01,4830
147,2023-07-02,3855
147,2023-07-03,5639
147,2023-07-04,3692
147,2023-07-05,6709
147,2023-07-06,7016
147,2023-07-07,6663
147,2023-07-08,4578
147,2023-07-09,3520
147,2023-07-10,6597
147,2023-07-11,7270
147,2023-07-12,7341
147,2023-07-13,7118
147,2023-07-14,6666
147,2023-07-15,5215
147,2023-07-16,3464
147,2023-07-17,6458
147,2023-07-18,7028
147,2023-07-19,7149
147,2023-07-20,7303
147,2023-07-21,6827
147,2023-07-22,4859
147,2023-07-23,3918
147,2023-07-24,6528
147,2023-07-25,7040
147,2023-07-26,7401
147,2023-07-27,7139
147,2023-07-28,6938
147,2023-07-29,5188
147,2023-07-30,4466
147,2023-07-31,6531
147,2023-08-01,7264
147,2023-08-02,7211
147,2023-08-03,7390
147,2023-08-04,6996
147,2023-08-05,4871
147,2023-08-06,3914
147,2023-08-07,6371
147,2023-08-08,7054
147,2023-08-09,7158
147,2023-08-10,6954
147,2023-08-11,7281
147,2023-08-12,4909
147,2023-08-13,4244
147,2023-08-14,6496
147,2023-08-15,6879
147,2023-08-16,7319
147,2023-08-17,6954
147,2023-08-18,6821
147,2023-08-19,5164
147,2023-08-20,3778
147,2023-08-21,6277
147,2023-08-22,6901
147,2023-08-23,6991
147,2023-08-24,6632
147,2023-08-25,6430
147,2023-08-26,4764
147,2023-08-27,3953
147,2023-08-28,6443
147,2023-08-29,7030
147,2023-08-30,7004
147,2023-08-31,7055
147,2023-09-01,6833
147,2023-09-02,4717
147,2023-09-03,4013
147,2023-09-04,3862
147,2023-09-05,7032
147,2023-09-06,7028
147,2023-09-07,7244
147,2023-09-08,7145
147,2023-09-09,5100
147,2023-09-10,3973
147,2023-09-11,7070
147,2023-09-12,7705
147,2023-09-13,7673
147,2023-09-14,7813
147,2023-09-15,7700
147,2023-09-16,6131
147,2023-09-17,4706
147,2023-09-18,6835
147,2023-09-19,7939
147,2023-09-20,8064
147,2023-09-21,8083
147,2023-09-22,8086
147,2023-09-23,5016
147,2023-09-24,4062
147,2023-09-25,5946
147,2023-09-26,7612
147,2023-09-27,7977
147,2023-09-28,8139
147,2023-09-29,6064
147,2023-09-30,4341
147,2023-10-01,4028
147,2023-10-02,7296
147,2023-10-03,7840
147,2023-10-04,7809
147,2023-10-05,8043
147,2023-10-06,7644
147,2023-10-07,4466
147,2023-10-08,4076
147,2023-10-09,5842
147,2023-10-10,7777
147,2023-10-11,7948
147,2023-10-12,8177
147,2023-10-13,7130
147,2023-10-14,4733
147,2023-10-15,4230
147,2023-10-16,7161
147,2023-10-17,7983
147,2023-10-18,8019
147,2023-10-19,8103
147,2023-10-20,7286
147,2023-10-21,5361
147,2023-10-22,4521
147,2023-10-23,7212
147,2023-10-24,8251
147,2023-10-25,8711
147,2023-10-26,8147
147,2023-10-27,7720
147,2023-10-28,5833
147,2023-10-29,3555
147,2023-10-30,6884
147,2023-10-31,7636
147,2023-11-01,7642
147,2023-11-02,7928
147,2023-11-03,7934
147,2023-11-04,5273
147,2023-11-05,4319
147,2023-11-06,7292
147,2023-11-07,7163
147,2023-11-08,7969
147,2023-11-09,7793
147,2023-11-10,7595
147,2023-11-11,5165
147,2023-11-12,4040
147,2023-11-13,7262
147,2023-11-14,8096
147,2023-11-15,7926
147,2023-11-16,8006
147,2023-11-17,7579
147,2023-11-18,5159
147,2023-11-19,4143
147,2023-11-20,7338
147,2023-11-21,7494
147,2023-11-22,7329
147,2023-11-23,3546
147,2023-11-24,5195
147,2023-11-25,4660
147,2023-11-26,3743
147,2023-11-27,7110
147,2023-11-28,7695
147,2023-11-29,7706
147,2023-11-30,7741
147,2023-12-01,7353
147,2023-12-02,4872
147,2023-12-03,3372
147,2023-12-04,7094
147,2023-12-05,7713
147,2023-12-06,7672
147,2023-12-07,7730
147,2023-12-08,7682
147,2023-12-09,5635
147,2023-12-10,3453
147,2023-12-11,7013
147,2023-12-12,7445
147,2023-12-13,7716
147,2023-12-14,7748
147,2023-12-15,7399
147,2023-12-16,6168
147,2023-12-17,4302
147,2023-12-18,6552
147,2023-12-19,7096
147,2023-12-20,7356
147,2023-12-21,7266
147,2023-12-22,6818
147,2023-12-23,4835
147,2023-12-24,3385
147,2023-12-25,2617
147,2023-12-26,5600
147,2023-12-27,5875
147,2023-12-28,6116
147,2023-12-29,6440
147,2023-12-30,4833
147,2023-12-31,3804
149,2023-01-01,1260
149,2023-01-02,1491
149,2023-01-03,2204
149,2023-01-04,2393
149,2023-01-05,2488
149,2023-01-06,2515
149,2023-01-07,1704
149,2023-01-08,1378
149,2023-01-09,2341
149,2023-01-10,2507
149,2023-01-11,2469
149,2023-01-12,2619
149,2023-01-13,2641
149,2023-01-14,1658
149,2023-01-15,1389
149,2023-01-16,1747
149,2023-01-17,2514
149,2023-01-18,2510
149,2023-01-19,2622
149,2023-01-20,2613
149,2023-01-21,1767
149,2023-01-22,1338
149,2023-01-23,2318
149,2023-01-24,2500
149,2023-01-25,2454
149,2023-01-26,2554
149,2023-01-27,2506
149,2023-01-28,1634
149,2023-01-29,1341
149,2023-01-30,2228
149,2023-01-31,2615
149,2023-02-01,2577
149,2023-02-02,2619
149,2023-02-03,2607
149,2023-02-04,1450
149,2023-02-05,1381
149,2023-02-06,2430
149,2023-02-07,2549
149,2023-02-08,2572
149,2023-02-09,2530
149,2023-02-10,2673
149,2023-02-11,1760
149,2023-02-12,1415
149,2023-02-13,2438
149,2023-02-14,2694
149,2023-02-15,2638
149,2023-02-16,2687
149,2023-02-17,2658
149,2023-02-18,1829
149,2023-02-19,1413
149,2023-02-20,1711
149,2023-02-21,2298
149,2023-02-22,2376
149,2023-02-23,2401
149,2023-02-24,2460
149,2023-02-25,1606
149,2023-02-26,1398
149,2023-02-27,2487
149,2023-02-28,2667
149,2023-03-01,2594
149,2023-03-02,2738
149,2023-03-03,2719
149,2023-03-04,1849
149,2023-03-05,1504
149,2023-03-06,2518
149,2023-03-07,2749
149,2023-03-08,2736
149,2023-03-09,2763
149,2023-03-10,2745
149,2023-03-11,1651
149,2023-03-12,1400
149,2023-03-13,2486
149,2023-03-14,2621
149,2023-03-15,2714
149,2023-03-16,2811
149,2023-03-17,2878
149,2023-03-18,1807
149,2023-03-19,1400
149,2023-03-20,2482
149,2023-03-21,2675
149,2023-03-22,2608
149,2023-03-23,2728
149,2023-03-24,2785
149,2023-03-25,1773
149,2023-03-26,1500
149,2023-03-27,2449
149,2023-03-28,2654
149,2023-03-29,2611
149,2023-03-30,2737
149,2023-03-31,2709
149,2023-04-01,1737
149,2023-04-02,1572
149,2023-04-03,2561
149,2023-04-04,2794
149,2023-04-05,2790
149,2023-04-06,2527
149,2023-04-07,2393
149,2023-04-08,1775
149,2023-04-09,1418
149,2023-04-10,2183
149,2023-04-11,2425
149,2023-04-12,2509
149,2023-04-13,2490
149,2023-04-14,2711
149,2023-04-15,1838
149,2023-04-16,1572
149,2023-04-17,2612
149,2023-04-18,2831
149,2023-04-19,2798
149,2023-04-20,2939
149,2023-04-21,2650
149,2023-04-22,1974
149,2023-04-23,1559
149,2023-04-24,2624
149,2023-04-25,2730
149,2023-04-26,2705
149,2023-04-27,2831
149,2023-04-28,2745
149,2023-04-29,1676
149,2023-04-30,1359
149,2023-05-01,2426
149,2023-05-02,2753
149,2023-05-03,2737
149,2023-05-04,2880
149,2023-05-05,2927
149,2023-05-06,1912
149,2023-05-07,1489
149,2023-05-08,2495
149,2023-05-09,2769
149,2023-05-10,2753
149,2023-05-11,2874
149,2023-05-12,2878
149,2023-05-13,2011
149,2023-05-14,1559
149,2023-05-15,2560
149,2023-05-16,2758
149,2023-05-17,2902
149,2023-05-18,2851
149,2023-05-19,2974
149,2023-05-20,1829
149,2023-05-21,1682
149,2023-05-22,2560
149,2023-05-23,2833
149,2023-05-24,2765
149,2023-05-25,2846
149,2023-05-26,2657
149,2023-05-27,1811
149,2023-05-28,1650
149,2023-05-29,1564
149,2023-05-30,2674
149,2023-05-31,2695
149,2023-06-01,2789
149,2023-06-02,2971
149,2023-06-03,1866
149,2023-06-04,1499
149,2023-06-05,2597
149,2023-06-06,2727
149,2023-06-07,2590
149,2023-06-08,2285
149,2023-06-09,2535
149,2023-06-10,1963
149,2023-06-11,1507
149,2023-06-12,2528
149,2023-06-13,2858
149,2023-06-14,2639
149,2023-06-15,2797
149,2023-06-16,2739
149,2023-06-17,1938
149,2023-06-18,1508
149,2023-06-19,1981
149,2023-06-20,2597
149,2023-06-21,2625
149,2023-06-22,2716
149,2023-06-23,2580
149,2023-06-24,1873
149,2023-06-25,1564
149,2023-06-26,2261
149,2023-06-27,2337
149,2023-06-28,2374
149,2023-06-29,2463
149,2023-06-30,2403
149,2023-07-01,2198
149,2023-07-02,1815
149,2023-07-03,2109
149,2023-07-04,1423
149,2023-07-05,2221
149,2023-07-06,2486
149,2023-07-07,2527
149,2023-07-08,1702
149,2023-07-09,1423
149,2023-07-10,2117
149,2023-07-11,2490
149,2023-07-12,2444
149,2023-07-13,2430
149,2023-07-14,2431
149,2023-07-15,2203
149,2023-07-16,1754
149,2023-07-17,2329
149,2023-07-18,2283
149,2023-07-19,2337
149,2023-07-20,2510
149,2023-07-21,2390
149,2023-07-22,1900
149,2023-07-23,1610
149,2023-07-24,2293
149,2023-07-25,2421
149,2023-07-26,2398
149,2023-07-27,2423
149,2023-07-28,2296
149,2023-07-29,2222
149,2023-07-30,1882
149,2023-07-31,2330
149,2023-08-01,2299
149,2023-08-02,2318
149,2023-08-03,2389
149,2023-08-04,2252
149,2023-08-05,1776
149,2023-08-06,1516
149,2023-08-07,2275
149,2023-08-08,2447
149,2023-08-09,2411
149,2023-08-10,2329
149,2023-08-11,2499
149,2023-08-12,1704
149,2023-08-13,1616
149,2023-08-14,2258
149,2023-08-15,2300
149,2023-08-16,2316
149,2023-08-17,2497
149,2023-08-18,2404
149,2023-08-19,1911
149,2023-08-20,1559
149,2023-08-21,2204
149,2023-08-22,2340
149,2023-08-23,2323
149,2023-08-24,2282
149,2023-08-25,2286
149,2023-08-26,1789
149,2023-08-27,1511
149,2023-08-28,2229
149,2023-08-29,2597
149,2023-08-30,2396
149,2023-08-31,2528
149,2023-09-01,2503
149,2023-09-02,1847
149,2023-09-03,1640
149,2023-09-04,1457
149,2023-09-05,2429
149,2023-09-06,2454
149,2023-09-07,2609
149,2023-09-08,2666
149,2023-09-09,2250
149,2023-09-10,1976
149,2023-09-11,2662
149,2023-09-12,2823
149,2023-09-13,2660
149,2023-09-14,2729
149,2023-09-15,2891
149,2023-09-16,2420
149,2023-09-17,2036
149,2023-09-18,2615
149,2023-09-19,2792
149,2023-09-20,2765
149,2023-09-21,2904
149,2023-09-22,2867
149,2023-09-23,1800
149,2023-09-24,1414
149,2023-09-25,2147
149,2023-09-26,2829
149,2023-09-27,2767
149,2023-09-28,2782
149,2023-09-29,2461
149,2023-09-30,1720
149,2023-10-01,1428
149,2023-10-02,2684
149,2023-10-03,2858
149,2023-10-04,2809
149,2023-10-05,2853
149,2023-10-06,2794
149,2023-10-07,1725
149,2023-10-08,1605
149,2023-10-09,2121
149,2023-10-10,2714
149,2023-10-11,2810
149,2023-10-12,2757
149,2023-10-13,2704
149,2023-10-14,1639
149,2023-10-15,1455
149,2023-10-16,2522
149,2023-10-17,2786
149,2023-10-18,2854
149,2023-10-19,2828
149,2023-10-20,2755
149,2023-10-21,1920
149,2023-10-22,1547
149,2023-10-23,2716
149,2023-10-24,2794
149,2023-10-25,2809
149,2023-10-26,2850
149,2023-10-27,2939
149,2023-10-28,2090
149,2023-10-29,1509
149,2023-10-30,2796
149,2023-10-31,2794
149,2023-11-01,2821
149,2023-11-02,2837
149,2023-11-03,2825
149,2023-11-04,1925
149,2023-11-05,1617
149,2023-11-06,2809
149,2023-11-07,2626
149,2023-11-08,2850
149,2023-11-09,2896
149,2023-11-10,2798
149,2023-11-11,1970
149,2023-11-12,1682
149,2023-11-13,2656
149,2023-11-14,2775
149,2023-11-15,2887
149,2023-11-16,2880
149,2023-11-17,2754
149,2023-11-18,1816
149,2023-11-19,1600
149,2023-11-20,2715
149,2023-11-21,2719
149,2023-11-22,2639
