Station ID,Complex ID,Line,Stop Name,Borough,GTFS Latitude,GTFS Longitude
223,223,63rd St,Lexington Av/63 St,M,40.764629,-73.966113
23,635,Broadway,Whitehall St-South Ferry,M,40.703087,-74.012994
430,430,Lenox - White Plains Rd,Simpson St,Bx,40.824073,-73.893064
136,136,Canarsie,New Lots Av,Bk,40.658733,-73.899232
423,423,Lenox - White Plains Rd,Allerton Av,Bx,40.865462,-73.867352
226,609,6th Av - Culver,42 St-Bryant Pk,M,40.754222,-73.984569
251,251,6th Av - Culver,Avenue U,Bk,40.596063,-73.973357
391,391,Jerome Av,138 St-Grand Concourse,Bx,40.813224,-73.929849
67,67,West End,20 Av,Bk,40.604556,-73.998168
60,60,West End,Fort Hamilton Pkwy,Bk,40.640914,-73.994304
241,241,6th Av - Culver,15 St-Prospect Park,Bk,40.660365,-73.979493
328,328,Broadway - 7Av,WTC Cortlandt,M,40.711835,-74.012188
167,167,6th Av - Culver,W 4 St-Wash Sq,M,40.732338,-74.000495
283,283,Crosstown,Greenpoint Av,Bk,40.731352,-73.954449
102,625,Jamaica,Delancey St-Essex St,M,40.718315,-73.987437
119,119,Canarsie,1 Av,M,40.730953,-73.981628
55,55,Broadway - Brighton,Brighton Beach,Bk,40.577621,-73.961376
163,611,8th Av - Fulton St,42 St-Port Authority Bus Terminal,M,40.757308,-73.989735
3,3,Astoria,30 Av,Q,40.766779,-73.921479
379,379,Jerome Av,Mosholu Pkwy,Bx,40.87975,-73.884655
209,209,Rockaway,Far Rockaway-Mott Av,Q,40.603995,-73.755405
116,601,Canarsie,6 Av,M,40.737335,-73.996786
360,360,Pelham,Pelham Bay Park,Bx,40.852462,-73.828121
465,610,Flushing,Grand Central-42 St,M,40.751431,-73.976041
371,371,Pelham,Hunts Point Av,Bx,40.820948,-73.890549
505,505,Staten Island,Grasmere,SI,40.603117,-74.084087
87,87,Jamaica,Crescent St,Bk,40.683194,-73.873785
194,194,Liberty Av,111 St,Q,40.684331,-73.832163
147,147,8th Av - Fulton St,175 St,M,40.847391,-73.939704
296,296,Broadway - 7Av,Marble Hill-225 St,M,40.874561,-73.909831
311,311,Broadway - 7Av,86 St,M,40.788644,-73.976218
419,419,Lenox - White Plains Rd,225 St,Bx,40.888022,-73.860341
266,266,Queens Blvd,Elmhurst Av,Q,40.742454,-73.882017
406,602,Lexington Av,14 St-Union Sq,M,40.734673,-73.989951
151,151,Concourse,145 St,M,40.824783,-73.944216
43,43,Broadway - Brighton,Parkside Av,Bk,40.655292,-73.961495
343,343,Eastern Pky,Nostrand Av,Bk,40.669847,-73.950466
451,451,Flushing,Junction Blvd,Q,40.749145,-73.869527
38,38,4th Av,86 St,Bk,40.622687,-74.028398
387,387,Jerome Av,170 St,Bx,40.840075,-73.917791
434,434,Lenox - White Plains Rd,3 Av-149 St,Bx,40.816109,-73.917757
298,298,Broadway - 7Av,207 St,M,40.864621,-73.918822
315,614,Broadway - 7Av,59 St-Columbus Circle,M,40.768247,-73.981929
199,199,Rockaway,Broad Channel,Q,40.608382,-73.815925
177,177,8th Av - Fulton St,Clinton-Washington Avs,Bk,40.683263,-73.965838
182,182,8th Av - Fulton St,Ralph Av,Bk,40.678822,-73.920786
455,455,Flushing,69 St,Q,40.746325,-73.896403
70,70,West End,Bay 50 St,Bk,40.588841,-73.983765
264,264,Queens Blvd,Woodhaven Blvd,Q,40.733106,-73.869229
522,522,Staten Island,Tottenville,SI,40.512764,-74.251961
92,621,Jamaica,Broadway Junction,Bk,40.679498,-73.904512
128,630,Canarsie,Myrtle-Wyckoff Avs,Bk,40.699814,-73.911586
461,461,Astoria,Queensboro Plaza,Q,40.750582,-73.940202
99,99,Jamaica,Lorimer St,Bk,40.703869,-73.947408
509,509,Staten Island,Grant City,SI,40.578965,-74.109704
279,279,Queens - Archer,Sutphin Blvd-Archer Av-JFK Airport,Q,40.700486,-73.807969
460,460,Flushing,33 St-Rawson St,Q,40.744587,-73.930997
155,155,8th Av - Fulton St,Cathedral Pkwy (110 St),M,40.800603,-73.958161
259,259,Queens Blvd,Kew Gardens-Union Tpke,Q,40.714441,-73.831008
320,320,Broadway - 7Av,23 St,M,40.744081,-73.995657
175,175,8th Av - Fulton St,Hoyt-Schermerhorn Sts,Bk,40.688484,-73.985001
15,602,Broadway - Brighton,14 St-Union Sq,M,40.735736,-73.990568
438,438,Lenox - White Plains Rd,135 St,M,40.814229,-73.94077
75,75,Sea Beach,20 Av,Bk,40.61741,-73.985026
145,145,8th Av - Fulton St,190 St,M,40.859022,-73.93418
291,291,Crosstown,Clinton-Washington Avs,Bk,40.688089,-73.966839
374,374,Pelham,E 143 St-St Mary's St,Bx,40.808719,-73.907657
94,94,Jamaica,Halsey St,Bk,40.68637,-73.916559
231,231,6th Av - Culver,Grand St,M,40.718267,-73.993753
79,79,Sea Beach,86 St,Bk,40.592721,-73.97823
347,347,Eastern Pky,Saratoga Av,Bk,40.661453,-73.916327
513,513,Staten Island,Great Kills,SI,40.551231,-74.151399
335,620,Clark St,Borough Hall,Bk,40.693219,-73.989998
111,111,Myrtle Av,Seneca Av,Q,40.702762,-73.90774
203,203,Rockaway,Rockaway Park-Beach 116 St,Q,40.580903,-73.835592
124,124,Canarsie,Montrose Av,Bk,40.707739,-73.93985
218,218,Concourse,167 St,Bx,40.833771,-73.91844
352,352,Eastern Pky,New Lots Av,Bk,40.666235,-73.884079
518,518,Staten Island,Pleasant Plains,SI,40.52241,-74.217847
443,443,Dyre Av,Baychester Av,Bx,40.878663,-73.838591
288,288,Crosstown,Myrtle-Willoughby Avs,Bk,40.694568,-73.949046
428,428,Lenox - White Plains Rd,174 St,Bx,40.837288,-73.887734
274,606,Queens Blvd,Court Sq-23 St,Q,40.747846,-73.946
382,382,Jerome Av,Fordham Rd,Bx,40.862803,-73.901034
159,159,8th Av - Fulton St,81 St-Museum of Natural History,M,40.781433,-73.972143
501,501,Staten Island,St George,SI,40.643748,-74.073643
19,623,Manhattan Bridge,Canal St,M,40.718383,-74.00046
186,186,8th Av - Fulton St,Van Siclen Av,Bk,40.67271,-73.890358
303,303,Broadway - 7Av,157 St,M,40.834041,-73.94489
362,362,Pelham,Middletown Rd,Bx,40.843863,-73.836322
30,30,4th Av,Prospect Av,Bk,40.665414,-73.992872
171,624,8th Av - Fulton St,World Trade Center,M,40.712582,-74.009781
141,141,Franklin Shuttle,Park Pl,Bk,40.674772,-73.957624
47,47,Broadway - Brighton,Newkirk Plaza,Bk,40.635082,-73.962793
271,271,Queens Blvd,Steinway St,Q,40.756879,-73.92074
256,256,Queens Blvd,Parsons Blvd,Q,40.707564,-73.803326
