GEOID,NAMELSAD,ALAND,area_km2,C000,job_density,log_density,INTPTLAT,INTPTLON
060730016002,Block Group 2,150302,0.150302,90.0,598.794427219864,6.396586975207832,+32.7527488,-117.1204973
060730016003,Block Group 3,156246,0.156246,184.0,1177.6301473317717,7.072108151010813,+32.7522009,-117.1228538
060730016004,Block Group 4,179716,0.179716,309.0,1719.3794653787088,7.450300164880843,+32.7513580,-117.1250863
060730017001,Block Group 1,154005,0.154005,93.0,603.8764975163144,6.405024300855513,+32.7582998,-117.1166732
060730017002,Block Group 2,177636,0.177636,133.0,748.7221058794389,6.619702612374743,+32.7579589,-117.1194706
060730017003,Block Group 3,207638,0.207638,142.0,683.8825263198452,6.529247329131792,+32.7579657,-117.1227620
060730083112,Block Group 2,825170,0.82517,94.0,113.91592035580548,4.744200733618489,+32.8198880,-117.2623973
060730083132,Block Group 2,1176451,1.176451,388.0,329.80549126142955,5.80153056295562,+32.8565232,-117.2431993
060730208061,Block Group 1,3576202,3.576202,779.0,217.82885866066852,5.3882899570088725,+33.0489699,-116.8803955
060730208062,Block Group 2,2541719,2.541719,263.0,103.47327930428186,4.648931338270441,+33.0244610,-116.8724056
060730040002,Block Group 2,140690,0.14069,196.0,1393.1338403582342,7.240028598446383,+32.7069295,-117.1273797
060730101091,Block Group 1,11535770,11.53577,69.0,5.981395260134348,1.9432487908001927,+32.5498297,-117.0906305
060730178091,Block Group 1,1557483,1.557483,680.0,436.601876232357,6.08130953864967,+33.1575414,-117.3267034
060730120031,Block Group 1,439315,0.439315,140.0,318.6779417957502,5.767314057112856,+32.6844348,-117.0690185
060730170341,Block Group 1,1918283,1.918283,89.0,46.39565694946992,3.8585305989645455,+32.9888550,-117.0923905
060730170142,Block Group 2,805205,0.805205,140.0,173.86876633900684,5.164035785968636,+33.0124686,-117.0630429
060730171042,Block Group 2,447918,0.447918,263.0,587.1610428694538,6.377000792830724,+33.0475950,-117.2443152
060730185042,Block Group 2,2351204,2.351204,1363.0,579.7029947210025,6.364239429452708,+33.1954823,-117.3413044
060730075012,Block Group 2,100074,0.100074,102.0,1019.2457581389772,6.927798816609031,+32.7479057,-117.2421991
060730091032,Block Group 2,220316,0.220316,24.0,108.93443962308683,4.699884184685288,+32.7900629,-117.1934569
060730097043,Block Group 3,1138039,1.138039,85.0,74.68988321138379,4.326644508333808,+32.8100254,-117.0587306
060730024021,Block Group 1,293433,0.293433,182.0,620.2438035258475,6.431723603157229,+32.7468149,-117.1070146
060730132032,Block Group 2,162424,0.162424,167.0,1028.173176377875,6.936511017473585,+32.6090802,-117.0650397
060730185044,Block Group 4,375261,0.375261,771.0,2054.5700192665904,7.628308470105404,+33.1883097,-117.3299914
060730036011,Block Group 1,300703,0.300703,164.0,545.3886392886004,6.303330516108874,+32.6942341,-117.1163902
060730188011,Block Group 1,7661445,7.661445,1046.0,136.52776989197207,4.923825859565581,+33.3415917,-117.2428463
060730193031,Block Group 1,2162232,2.162232,128.0,59.19808790176077,4.097640589381116,+33.2511040,-117.2475332
060730045011,Block Group 1,164495,0.164495,115.0,699.1093954223533,6.551236602007877,+32.7176294,-117.1360148
060730139081,Block Group 1,311815,0.311815,184.0,590.0934849189423,6.381974185808732,+32.7114050,-116.9995724
060730169014,Block Group 4,939438,0.939438,59.0,62.80350592588335,4.155808140657302,+32.8800773,-116.9325115
060730032083,Block Group 3,141850,0.14185,19.0,133.9443073669369,4.904862155298519,+32.6807590,-117.0446213
060730032122,Block Group 2,808557,0.808557,289.0,357.426872811688,5.881724658233246,+32.6708868,-117.0545943
060730139061,Block Group 1,218878,0.218878,159.0,726.4320763164868,6.589520628798791,+32.7176110,-117.0118362
060730191053,Block Group 3,8650675,8.650675,142.0,16.414904039280174,2.8573263935690867,+33.2108195,-117.1170050
060730032071,Block Group 1,2005918,2.005918,638.0,318.05886382195087,5.76537561184962,+32.6651407,-117.0336283
060730085072,Block Group 2,122378,0.122378,39.0,318.68473091568745,5.76733529426112,+32.8217726,-117.1692613
060730169011,Block Group 1,33937812,33.937812,1129.0,33.26672915743655,3.5341748880118917,+32.9122028,-116.9601370
060730137023,Block Group 3,1036616,1.036616,52.0,50.163223411562235,3.935020981206705,+32.7359230,-116.9969834
060730188012,Block Group 2,4900787,4.900787,313.0,63.86729315107961,4.172343539070244,+33.3601692,-117.2178536
060730101074,Block Group 4,255363,0.255363,63.0,246.70762796489703,5.512249131196352,+32.5786424,-117.0728131
060730045012,Block Group 2,79384,0.079384,181.0,2280.0564345460043,7.732393963120814,+32.7176395,-117.1392415
060730086001,Block Group 1,2036592,2.036592,173.0,84.94583107465805,4.4537172265763845,+32.7913374,-117.1797834
060730192081,Block Group 1,26031768,26.031768,3082.0,118.39380252620568,4.782427294470727,+33.2202111,-117.1669512
060730027073,Block Group 3,117438,0.117438,97.0,825.9677446823005,6.7177656914605235,+32.7512943,-117.0885293
060730197011,Block Group 1,2476994,2.476994,1555.0,627.7770555762347,6.443776751225704,+33.1868830,-117.2645583
060730083391,Block Group 1,11796998,11.796998,42954.0,3641.0958109851335,8.200314567186206,+32.9030498,-117.2324729
060730156021,Block Group 1,2922934,2.922934,272.0,93.05718158535225,4.543902912059385,+32.7927911,-116.9051528
060730153012,Block Group 2,294235,0.294235,98.0,333.06710622461634,5.811341889635784,+32.7844664,-116.9602261
060730059001,Block Group 1,156868,0.156868,890.0,5673.559935742152,8.643748294980268,+32.7292979,-117.1612051
060730027081,Block Group 1,165559,0.165559,145.0,875.820704401452,6.776302529511501,+32.7552225,-117.0812058
060730133093,Block Group 3,365394,0.365394,43.0,117.68118797790878,4.776440805297605,+32.6185600,-117.0371618
060730155012,Block Group 2,3199421,3.199421,79.0,24.691967702906243,3.2461784023071893,+32.8065021,-116.8765335
060730186081,Block Group 1,3691546,3.691546,88.0,23.838250965855497,3.21238484258364,+33.2541915,-117.3215948
060730178081,Block Group 1,1783465,1.783465,66.0,37.006613530402895,3.637760184856895,+33.0959436,-117.2752968
060730152002,Block Group 2,766778,0.766778,63.0,82.16198169483215,4.420790292610071,+32.7642840,-116.9978285
060730185121,Block Group 1,1400245,1.400245,403.0,287.8067766712254,5.66575787167144,+33.2217468,-117.3239815
060730207061,Block Group 1,5985491,5.985491,1398.0,233.56479861050664,5.4577318764124,+33.1127084,-117.0313034
060730200151,Block Group 1,1909628,1.909628,97.0,50.7952334171891,3.9472981260582487,+33.0931734,-117.2321262
060730083521,Block Group 1,195388,0.195388,36.0,184.24877679284296,5.221699661146801,+32.9269424,-117.1339018
060730213042,Block Group 2,4426470,4.42647,500.0,112.95682564210307,4.735819654223349,+32.7174664,-116.8663817
060730189031,Block Group 1,5510195,5.510195,129.0,23.411149696154126,3.195039982687539,+33.3997253,-117.2409080
060730027071,Block Group 1,106482,0.106482,112.0,1051.8209650457354,6.959228473980051,+32.7546896,-117.0905724
060730163021,Block Group 1,419104,0.419104,393.0,937.7147438344659,6.8445116458718465,+32.8054330,-116.9401747
060730132043,Block Group 3,359049,0.359049,295.0,821.614877078059,6.712488141066846,+32.5970681,-117.0616730
060730098022,Block Group 2,179948,0.179948,36.0,200.05779447395915,5.303592401425211,+32.8011558,-117.0094016
060730046001,Block Group 1,195698,0.195698,142.0,725.6078243007082,6.588386888103343,+32.7169839,-117.1446108
060730095062,Block Group 2,444109,0.444109,95.0,213.91144966663592,5.370226081273561,+32.8253401,-117.1000280
060730001001,Block Group 1,658712,0.658712,152.0,230.7533489597882,5.445673655084977,+32.7543791,-117.1826956
060730033012,Block Group 2,1069833,1.069833,848.0,792.6470766932782,6.676638874641314,+32.7045373,-117.1023406
060730033031,Block Group 1,162961,0.162961,27.0,165.68381391866765,5.116098687973943,+32.6899159,-117.0992195
060730033032,Block Group 2,459796,0.459796,62.0,134.84240837240864,4.9114954518847345,+32.6937717,-117.0984324
060730034041,Block Group 1,763367,0.763367,589.0,771.581690065198,6.649737750838225,+32.7136965,-117.0893563
060730034042,Block Group 2,553552,0.553552,67.0,121.03650605543832,4.8043202299355094,+32.7160136,-117.0988417
060730034033,Block Group 3,312620,0.31262,373.0,1193.1418335359222,7.085183075453794,+32.7099127,-117.1039756
060730035011,Block Group 1,531122,0.531122,110.0,207.10872454916196,5.338060657312513,+32.7042828,-117.1123285
060730034011,Block Group 1,626257,0.626257,109.0,174.04995073907358,5.16507136599003,+32.7309754,-117.0938748
060730032142,Block Group 2,437195,0.437195,88.0,201.28318027424834,5.3096685982270495,+32.6975960,-117.0155069
060730033011,Block Group 1,455196,0.455196,639.0,1403.790894471832,7.247643741134214,+32.6985530,-117.1008421
060730034012,Block Group 2,1095514,1.095514,991.0,904.5982068691043,6.808595727399591,+32.7223415,-117.1012128
060730034031,Block Group 1,731373,0.731373,1588.0,2171.2587147734466,7.68352278757613,+32.7154348,-117.1114843
060730034032,Block Group 2,339843,0.339843,85.0,250.115494507758,5.5259129707821035,+32.7132794,-117.1066079
060730189051,Block Group 1,400677,0.400677,568.0,1417.600710796976,7.2574262498231095,+33.3736418,-117.2568877
060730190011,Block Group 1,121653136,121.653136,185.0,1.5207170656085676,0.9245434108913727,+33.4667347,-117.3567733
060730096031,Block Group 1,185450,0.18545,63.0,339.7142086815853,5.831044028175319,+32.7872799,-117.1112411
060730055001,Block Group 1,440380,0.44038,17.0,38.60302466052046,3.67890549565978,+32.7241331,-117.1468039
060730057002,Block Group 2,134500,0.1345,1035.0,7695.167286245352,8.948477728887545,+32.7252861,-117.1641201
060730059002,Block Group 2,118359,0.118359,204.0,1723.569817250906,7.452732917060949,+32.7292768,-117.1643750
060730059003,Block Group 3,144012,0.144012,310.0,2152.5983945782295,7.674895393990542,+32.7294490,-117.1675007
060730060001,Block Group 1,178828,0.178828,714.0,3992.6633413112045,8.292464219314203,+32.7388174,-117.1617024
060730060002,Block Group 2,217519,0.217519,1009.0,4638.675242162753,8.442399651857624,+32.7348055,-117.1616836
060730060003,Block Group 3,612678,0.612678,1021.0,1666.454483431754,7.419053481124427,+32.7356854,-117.1663872
060730061001,Block Group 1,443744,0.443744,193.0,434.9354582822528,6.077494200928573,+32.7386438,-117.1731717
060730065002,Block Group 2,1039702,1.039702,5223.0,5023.554826286763,8.522092137219063,+32.7547482,-117.1958403
060730065003,Block Group 3,872266,0.872266,3694.0,4234.946679109355,8.351362119085264,+32.7452660,-117.1898206
060730066001,Block Group 1,194815,0.194815,374.0,1919.7700382414087,7.5604814462021945,+32.7446124,-117.2090475
060730068011,Block Group 1,334018,0.334018,439.0,1314.3004269231,7.181820380056981,+32.7551661,-117.2255817
060730068021,Block Group 1,420477,0.420477,1118.0,2658.88502819417,7.886038178358231,+32.7485651,-117.2121795
060730068022,Block Group 2,297911,0.297911,863.0,2896.838317484081,7.971720330255953,+32.7518873,-117.2195596
060730068023,Block Group 3,308011,0.308011,199.0,646.0808217888323,6.47247120445641,+32.7506741,-117.2264138
060730078004,Block Group 4,147692,0.147692,339.0,2295.317281911004,7.739061936877867,+32.8029082,-117.2294323
060730078005,Block Group 5,430443,0.430443,108.0,250.90430091789156,5.529049257122658,+32.8067017,-117.2293760
060730069002,Block Group 2,383119,0.383119,240.0,626.4372166350403,6.4416436128290355,+32.7393341,-117.2264866
060730069003,Block Group 3,597514,0.597514,94.0,157.31848960861169,5.064608761131393,+32.7410139,-117.2189178
060730070021,Block Group 1,575870,0.57587,111.0,192.75183635195444,5.266578146134112,+32.7365769,-117.2353301
060730081014,Block Group 4,165599,0.165599,77.0,464.97865325273705,6.144139824605885,+32.8291692,-117.2784775
060730081015,Block Group 5,230509,0.230509,170.0,737.4983189376554,6.60461882564881,+32.8297810,-117.2746123
060730081021,Block Group 1,520636,0.520636,284.0,545.4866739910417,6.303509923039405,+32.8229080,-117.2799949
060730081022,Block Group 2,384741,0.384741,86.0,223.52699608307927,5.41399594976615,+32.8222254,-117.2725777
060730081023,Block Group 3,468021,0.468021,352.0,752.1030039250376,6.624202009845916,+32.8150040,-117.2666888
060730035022,Block Group 2,332377,0.332377,155.0,466.3379235025288,6.147052600923543,+32.6985766,-117.1094112
060730035023,Block Group 3,233590,0.23359,46.0,196.92623828074832,5.287894427350916,+32.6986366,-117.1146307
060730036021,Block Group 1,376577,0.376577,406.0,1078.1327590373285,6.983912996648988,+32.6929697,-117.1052489
060730072001,Block Group 1,1121504,1.121504,114.0,101.64921391274574,4.631317485498414,+32.7165112,-117.2499754
060730078001,Block Group 1,648475,0.648475,965.0,1488.1067119009983,7.305931696940107,+32.8027599,-117.2191847
060730078003,Block Group 3,317873,0.317873,193.0,607.1607214201898,6.410439191474433,+32.7994701,-117.2277320
060730036022,Block Group 2,280825,0.280825,99.0,352.53271610433546,5.867976030147111,+32.6929149,-117.1102783
060730038001,Block Group 1,1802206,1.802206,4820.0,2674.500029408403,7.8918915687431,+32.6807857,-117.1256610
060730039011,Block Group 1,223161,0.223161,190.0,851.4032469831199,6.74805970944189,+32.7042030,-117.1225554
060730039013,Block Group 3,216086,0.216086,124.0,573.8455985117037,6.354101480410766,+32.7022204,-117.1288765
060730039021,Block Group 1,336971,0.336971,318.0,943.7013867662201,6.8508688847175065,+32.6994484,-117.1294499
060730039022,Block Group 2,324358,0.324358,123.0,379.21062529674003,5.9407253762623045,+32.6979818,-117.1228473
060730039023,Block Group 3,353088,0.353088,510.0,1444.3991299619358,7.276140776912859,+32.6941023,-117.1282376
060730040001,Block Group 1,293246,0.293246,57.0,194.37605287028637,5.274926177698515,+32.7093167,-117.1224458
060730040003,Block Group 3,212873,0.212873,223.0,1047.5729660407849,6.9551854388036025,+32.7102713,-117.1286895
060730040004,Block Group 4,209331,0.209331,175.0,835.9965795797087,6.72981998395748,+32.7077472,-117.1318686
060730075021,Block Group 1,300080,0.30008,594.0,1979.4721407624631,7.591090550193259,+32.7450859,-117.2455530
060730075022,Block Group 2,210537,0.210537,605.0,2873.604164588647,7.963670261870221,+32.7489350,-117.2524686
060730075023,Block Group 3,161992,0.161992,439.0,2710.0103708825127,7.905076674973648,+32.7476311,-117.2483163
060730073021,Block Group 1,273677,0.273677,46.0,168.08135137406504,5.130379968179454,+32.7383953,-117.2425477
060730075011,Block Group 1,246218,0.246218,107.0,434.5742390889375,6.076665250395746,+32.7508763,-117.2393824
060730080021,Block Group 1,287292,0.287292,42.0,146.19272377929076,4.991742774225822,+32.8064064,-117.2464690
060730073023,Block Group 3,286444,0.286444,102.0,356.0905447487118,5.877989376368904,+32.7331882,-117.2466578
060730075013,Block Group 3,146966,0.146966,443.0,3014.302627818679,8.01145547819336,+32.7504725,-117.2452704
060730075014,Block Group 4,475925,0.475925,90.0,189.1054262751484,5.2475787934065625,+32.7538782,-117.2438157
060730075015,Block Group 5,64636,0.064636,27.0,417.7238690513027,6.037211678926628,+32.7518594,-117.2493710
060730080022,Block Group 2,498422,0.498422,104.0,208.65852630903132,5.345480142043467,+32.8094873,-117.2429906
060730081011,Block Group 1,151559,0.151559,100.0,659.8090512605652,6.493464919541175,+32.8348975,-117.2762829
060730081013,Block Group 3,313598,0.313598,246.0,784.4437783404231,6.666248880774368,+32.8330044,-117.2809039
060730042003,Block Group 3,276104,0.276104,31.0,112.27653348013791,4.729832028136588,+32.7301518,-117.1247703
060730043002,Block Group 2,505312,0.505312,166.0,328.50991070863154,5.797606431513389,+32.7353279,-117.1272233
060730035012,Block Group 2,203465,0.203465,98.0,481.6553215540756,6.17930277893378,+32.7038166,-117.1187033
060730035013,Block Group 3,453529,0.453529,59.0,130.09090929135732,4.875891046575602,+32.7090923,-117.1153305
060730035021,Block Group 1,214159,0.214159,255.0,1190.7041030262562,7.083139581093482,+32.6985960,-117.1187401
060730043003,Block Group 3,348184,0.348184,102.0,292.9485559359419,5.683404772218207,+32.7335538,-117.1315409
060730044002,Block Group 2,260739,0.260739,418.0,1603.135702752561,7.380340387561419,+32.7270402,-117.1277780
060730044003,Block Group 3,209477,0.209477,82.0,391.45109009581006,5.972411918236974,+32.7269016,-117.1320853
060730045013,Block Group 3,83911,0.083911,92.0,1096.3997568852712,7.000698803087828,+32.7176260,-117.1413943
060730046002,Block Group 2,191154,0.191154,100.0,523.1384119610367,6.2617557944047135,+32.7133258,-117.1451938
060730047001,Block Group 1,134180,0.13418,205.0,1527.798479654196,7.332237398455525,+32.7102821,-117.1448627
060730208103,Block Group 3,1751935,1.751935,97.0,55.36735095765539,4.031890107156622,+33.0165898,-116.8171581
060730049002,Block Group 2,265838,0.265838,402.0,1512.1991588862388,7.321981336907701,+32.6989750,-117.1365339
060730049003,Block Group 3,390867,0.390867,143.0,365.8533465347548,5.904962167470186,+32.7033512,-117.1413005
060730050001,Block Group 1,1444167,1.444167,5048.0,3495.4406242491345,8.159500765518006,+32.6925295,-117.1440193
060730170402,Block Group 2,1528190,1.52819,139.0,90.95727625491595,4.521324080653769,+32.9692824,-117.0549219
060730170403,Block Group 3,487137,0.487137,527.0,1081.8311891726557,6.9873343615113646,+32.9567228,-117.0578455
060730170412,Block Group 2,560663,0.560663,349.0,622.4773170335834,6.435312384399914,+32.9626278,-117.0426490
060730170413,Block Group 3,321869,0.321869,59.0,183.3043878099475,5.216588672368213,+32.9589129,-117.0507352
060730170414,Block Group 4,924598,0.924598,875.0,946.3572276816519,6.853676242417138,+32.9667971,-117.0383601
060730170462,Block Group 2,447096,0.447096,44.0,98.41286882459248,4.599281570318795,+32.9199466,-117.0802821
060730170472,Block Group 2,658056,0.658056,144.0,218.8263612823225,5.392837967818722,+32.9139496,-117.0766128
060730170473,Block Group 3,820670,0.82067,127.0,154.7516053955914,5.048262465130276,+32.9103781,-117.0818503
060730170481,Block Group 1,365561,0.365561,425.0,1162.596666493417,7.059271061795197,+32.9517892,-117.0575913
060730047002,Block Group 2,214310,0.21431,206.0,961.2243945686156,6.869247681852533,+32.7072051,-117.1452161
060730048001,Block Group 1,141343,0.141343,44.0,311.2994630084263,5.743962544814056,+32.7100391,-117.1359910
060730048003,Block Group 3,233754,0.233754,237.0,1013.8863933879206,6.922531957514885,+32.7066607,-117.1377173
060730049001,Block Group 1,134353,0.134353,22.0,163.74773916473768,5.1044154504644075,+32.7027506,-117.1352187
060730170483,Block Group 3,499261,0.499261,47.0,94.13913764543996,4.555340426904196,+32.9498825,-117.0503188
060730170484,Block Group 4,2253324,2.253324,2642.0,1172.4900635683107,7.067737547908243,+32.9428632,-117.0552109
060730170491,Block Group 1,282356,0.282356,37.0,131.04024706399014,4.883106778113127,+32.9527397,-117.0178805
060730170501,Block Group 1,1478241,1.478241,476.0,322.0043281169985,5.77766572287591,+32.9848381,-117.0629988
060730173051,Block Group 1,1401649,1.401649,155.0,110.58403352051762,4.714777970899326,+33.0061848,-117.2528278
060730096041,Block Group 1,288739,0.288739,225.0,779.2504649527774,6.659614977053021,+32.7905192,-117.0866324
060730124023,Block Group 3,328025,0.328025,409.0,1246.8561847420165,7.129182305704205,+32.6418950,-117.0914493
060730199052,Block Group 2,536015,0.536015,44.0,82.08725502084829,4.419891320915612,+33.1581163,-117.2379613
060730203041,Block Group 1,4409885,4.409885,62.0,14.059323542450654,2.7119973038629697,+33.1689356,-117.1213967
060730212022,Block Group 2,109526133,109.526133,111.0,1.0134567610453298,0.6998530265544948,+32.7779230,-116.6548104
060730213022,Block Group 2,58954689,58.954689,56.0,0.9498820356765855,0.6677688762209599,+32.7171803,-116.7923701
060730170502,Block Group 2,3495263,3.495263,702.0,200.8432555718983,5.307491433671106,+32.9580664,-117.0729388
060730171041,Block Group 1,1747215,1.747215,528.0,302.1952078021308,5.714376848241367,+33.0490959,-117.2386347
060730171071,Block Group 1,966190,0.96619,144.0,149.03900889059088,5.010895319557311,+33.0623309,-117.2466644
060730170224,Block Group 4,475063,0.475063,348.0,732.5344217503783,6.59787452456699,+32.9007141,-117.1041111
060730100102,Block Group 2,627403,0.627403,190.0,302.8356574641817,5.7164869547823445,+32.5800861,-117.0666443
060730171072,Block Group 2,921645,0.921645,959.0,1040.530790054739,6.948446823446703,+33.0626645,-117.2569710
060730171081,Block Group 1,516934,0.516934,312.0,603.5586748018122,6.404498728705649,+33.0552173,-117.2582004
060730171082,Block Group 2,644130,0.64413,118.0,183.19283374474097,5.2159832183127195,+33.0558910,-117.2501271
060730171083,Block Group 3,435849,0.435849,46.0,105.541139247767,4.668531194577608,+33.0496432,-117.2490335
060730170372,Block Group 2,520394,0.520394,20.0,38.43241851366464,3.6745882829008374,+32.9550197,-117.1161605
060730171084,Block Group 4,502974,0.502974,1190.0,2365.9274634474145,7.7693479641130345,+33.0486724,-117.2559270
060730173033,Block Group 3,702483,0.702483,1004.0,1429.2160806738384,7.265580817205008,+33.0033903,-117.2781545
060730203053,Block Group 3,703405,0.703405,100.0,142.16560871759515,4.964002063096267,+33.1467733,-117.1162727
060730170374,Block Group 4,560948,0.560948,153.0,272.7525546039918,5.612224612973897,+32.9518326,-117.1259417
060730170391,Block Group 1,271830,0.27183,22.0,80.93293602619283,4.405901059300637,+32.9693497,-117.0699037
060730170401,Block Group 1,937026,0.937026,667.0,711.8265661785265,6.569238145633979,+32.9709401,-117.0603615
060730204031,Block Group 1,1192847,1.192847,427.0,357.96711564852825,5.883230784427931,+33.1024615,-117.0860651
060730207071,Block Group 1,577186,0.577186,643.0,1114.0256347174047,7.016632674407877,+33.1038846,-117.0688933
060730206013,Block Group 3,385602,0.385602,458.0,1187.7531755540688,7.080660285194891,+33.1110259,-117.0784073
060730202023,Block Group 3,100167,0.100167,19.0,189.68322900755737,5.250613564363357,+33.1351541,-117.0768138
060730206012,Block Group 2,499414,0.499414,937.0,1876.1989051167968,7.5375360006667345,+33.1178745,-117.0804787
060730206021,Block Group 1,187507,0.187507,113.0,602.6441679510631,6.402984898423124,+33.1247099,-117.0675582
060730206022,Block Group 2,301817,0.301817,977.0,3237.060868009423,8.08272993208728,+33.1225939,-117.0736699
060730206023,Block Group 3,400998,0.400998,51.0,127.18267921535768,4.853456427834215,+33.1184513,-117.0717401
060730206024,Block Group 4,1099501,1.099501,53.0,48.20368512625272,3.895968521633423,+33.1171569,-117.0653650
060730207051,Block Group 1,415822,0.415822,19.0,45.69262809567555,3.8435862955905336,+33.1275943,-117.0482600
060730202072,Block Group 2,501178,0.501178,645.0,1286.9679036190735,7.160820986803393,+33.1350945,-117.0549164
060730202061,Block Group 1,323945,0.323945,73.0,225.346895306302,5.422068757447284,+33.1438442,-117.0611297
060730202062,Block Group 2,324567,0.324567,29.0,89.34981067083221,4.503688921527821,+33.1408887,-117.0586306
060730202022,Block Group 2,528212,0.528212,1370.0,2593.6555776847176,7.861209061428855,+33.1282143,-117.0709603
060730202081,Block Group 1,662875,0.662875,132.0,199.13256647180842,5.298979979330734,+33.1461195,-117.0530787
060730202091,Block Group 1,356129,0.356129,135.0,379.07612129312696,5.94037155185166,+33.1412030,-117.0488763
060730202092,Block Group 2,369761,0.369761,617.0,1668.6454223133321,7.420366560899236,+33.1374631,-117.0466708
060730202101,Block Group 1,498449,0.498449,27.0,54.168029226661105,4.0103836048167025,+33.1479142,-117.0410470
060730202102,Block Group 2,524222,0.524222,200.0,381.5177539286791,5.946775067689239,+33.1433642,-117.0410898
060730202111,Block Group 1,322570,0.32257,52.0,161.2053197755526,5.088862938773276,+33.1396558,-117.0681583
060730202112,Block Group 2,926422,0.926422,1569.0,1693.6126300972992,7.435209456880281,+33.1336357,-117.0639142
060730204032,Block Group 2,1727258,1.727258,1116.0,646.1107721023727,6.4725174886599035,+33.0932231,-117.0765609
060730204042,Block Group 2,1087357,1.087357,388.0,356.8285300963713,5.8800539054484915,+33.1012606,-117.0942339
060730204051,Block Group 1,1849375,1.849375,250.0,135.18080432578574,4.913983446380349,+33.0859277,-117.0962247
060730205001,Block Group 1,989064,0.989064,5044.0,5099.77109671366,8.53714700271759,+33.1121660,-117.0952875
060730202113,Block Group 3,272768,0.272768,55.0,201.6365556076959,5.31141400795567,+33.1269352,-117.0607796
060730201093,Block Group 3,359617,0.359617,73.0,202.9937405628766,5.3180893098581565,+33.1401856,-117.0774848
060730201094,Block Group 4,428605,0.428605,38.0,88.659721655137,4.496021634273857,+33.1429073,-117.0719868
060730203042,Block Group 2,276681,0.276681,15.0,54.21405878972535,4.011217609075173,+33.1679294,-117.1363347
060730203051,Block Group 1,1582537,1.582537,226.0,142.8086673486939,4.968483717105431,+33.1528089,-117.1127668
060730203052,Block Group 2,1188886,1.188886,884.0,743.5532086339648,6.612784318521206,+33.1499253,-117.0995632
060730108002,Block Group 2,306189,0.306189,135.0,440.9041474383469,6.091092997560736,+32.6914848,-117.1850928
060730111003,Block Group 3,203724,0.203724,34.0,166.89246235102394,5.123323669395124,+32.6984704,-117.1822368
060730157042,Block Group 2,551746,0.551746,392.0,710.4718475530408,6.567335849007155,+32.7912921,-116.9409310
060730162021,Block Group 1,5749981,5.749981,17075.0,2969.575029900099,7.9965108258171895,+32.8175505,-116.9713285
060730180003,Block Group 3,286758,0.286758,121.0,421.95858528794315,6.047274267132361,+33.1511782,-117.3455179
060730168043,Block Group 3,357999,0.357999,192.0,536.31434724678,6.286583299866229,+32.8597232,-116.9133873
060730209033,Block Group 3,308276218,308.276218,52.0,0.16867989472999181,0.1558748167029769,+33.3432552,-116.6435513
060730031142,Block Group 2,847841,0.847841,346.0,408.0953858093676,6.01394834598973,+32.6996978,-117.0467192
060730033042,Block Group 2,367170,0.36717,819.0,2230.5743933327885,7.710462621328012,+32.7072030,-117.0885503
060730196014,Block Group 4,523264,0.523264,121.0,231.24082681017615,5.4477748798640855,+33.2020000,-117.2227036
060730202133,Block Group 3,103136,0.103136,9.0,87.26341917468197,4.480325742890287,+33.1307732,-117.0777831
060730212051,Block Group 1,4864914,4.864914,580.0,119.22101808993952,4.789331866132299,+32.8358604,-116.7889381
060730187001,Block Group 1,548408488,548.408488,3006.0,5.481315599185256,1.868923514323111,+33.3802371,-117.3901006
060730083032,Block Group 2,2170028,2.170028,540.0,248.84471536772799,5.520839586346704,+32.8446149,-117.2531864
060730083273,Block Group 3,4171193,4.171193,759.0,181.9623306809347,5.2092802883792055,+32.9682257,-117.2421215
060730178082,Block Group 2,1009519,1.009519,125.0,123.82134462055691,4.826883471924696,+33.1030755,-117.2992284
060730166092,Block Group 2,367329,0.367329,125.0,340.2943954874241,5.832745434703776,+32.8642299,-116.9760193
060730031012,Block Group 2,383759,0.383759,63.0,164.1655309712606,5.1069481890213435,+32.7002752,-117.0789413
060730027074,Block Group 4,79145,0.079145,101.0,1276.1387327057932,7.152377489682038,+32.7513115,-117.0911857
060730027082,Block Group 2,218710,0.21871,848.0,3877.2804169905357,8.263147142881657,+32.7512828,-117.0820803
060730026021,Block Group 1,272562,0.272562,129.0,473.2868118079556,6.161812226905462,+32.7375660,-117.0984021
060730026022,Block Group 2,236547,0.236547,80.0,338.1991739485176,5.826587468621497,+32.7371672,-117.0943230
060730027021,Block Group 1,234042,0.234042,139.0,593.910494697533,6.388410965150264,+32.7581849,-117.0697900
060730027022,Block Group 2,414583,0.414583,61.0,147.13579669209784,4.998129398293694,+32.7536912,-117.0690701
060730027084,Block Group 4,140001,0.140001,220.0,1571.41734701895,7.36036942567901,+32.7510443,-117.0864515
060730028042,Block Group 2,690703,0.690703,224.0,324.30726375880806,5.784770162645342,+32.7642511,-117.0730744
060730029021,Block Group 1,812894,0.812894,282.0,346.9086990431717,5.851940086280966,+32.7622129,-117.0560016
060730029031,Block Group 1,622660,0.62266,382.0,613.4969325153374,6.420803937155286,+32.7492972,-117.0586435
060730029033,Block Group 3,328663,0.328663,40.0,121.70521172142895,4.809784826132084,+32.7468352,-117.0514523
060730029041,Block Group 1,302739,0.302739,94.0,310.49848219093013,5.741394465634353,+32.7692090,-117.0682333
060730029042,Block Group 2,243915,0.243915,213.0,873.2550273660906,6.773372126417189,+32.7679788,-117.0597304
