GEOID,NAMELSAD,ALAND,area_km2,C000,job_density,log_density,INTPTLAT,INTPTLON
060730118022,Block Group 2,374322,0.374322,164.0,438.1254641725573,6.08478516762513,+32.6845710,-117.0959358
060730119021,Block Group 1,380914,0.380914,154.0,404.29073229127835,6.004604667079409,+32.6877017,-117.0718028
060730101121,Block Group 1,261907,0.261907,59.0,225.2708022313264,5.421732521917359,+32.5658454,-117.0781635
060730101111,Block Group 1,303881,0.303881,289.0,951.0301729953501,6.858596728611958,+32.5644810,-117.0643919
060730103004,Block Group 4,247585,0.247585,118.0,476.60399458771735,6.168781925920546,+32.5793213,-117.1163820
060730119022,Block Group 2,571981,0.571981,1101.0,1924.8891134495727,7.563143017206143,+32.6875973,-117.0800299
060730119024,Block Group 4,250114,0.250114,55.0,219.89972572506937,5.397708868800445,+32.6915934,-117.0843509
060730120021,Block Group 1,223882,0.223882,384.0,1715.1892514806907,7.447861560377468,+32.6801334,-117.0835902
060730120022,Block Group 2,344214,0.344214,556.0,1615.274218945191,7.387878914626662,+32.6828541,-117.0764011
060730120032,Block Group 2,656976,0.656976,577.0,878.2664815761915,6.779088016218146,+32.6771447,-117.0781567
060730121011,Block Group 1,692658,0.692658,409.0,590.4789954061023,6.382626172062819,+32.6651033,-117.0878572
060730121021,Block Group 1,643749,0.643749,168.0,260.9712791786861,5.568234876296829,+32.6686202,-117.0820930
060730121022,Block Group 2,483048,0.483048,226.0,467.8624070485749,6.1503093502404145,+32.6726587,-117.0739204
060730122002,Block Group 2,877678,0.877678,128.0,145.83936249968667,4.989339217156983,+32.6645968,-117.0713787
060730123021,Block Group 1,407516,0.407516,2087.0,5121.271312046643,8.541353235299338,+32.6407694,-117.0803670
060730123031,Block Group 1,1172585,1.172585,312.0,266.07879172938425,5.58754371497683,+32.6514389,-117.0724250
060730123032,Block Group 2,364904,0.364904,486.0,1331.857145989082,7.19508014713587,+32.6489674,-117.0809724
060730123041,Block Group 1,161581,0.161581,104.0,643.6400319344477,6.468692070981457,+32.6421577,-117.0768321
060730104021,Block Group 1,334943,0.334943,88.0,262.73127069381957,5.57493067068142,+32.5746953,-117.1056477
060730104022,Block Group 2,177431,0.177431,30.0,169.07981130693057,5.136267805155878,+32.5709241,-117.1080205
060730105011,Block Group 1,438292,0.438292,372.0,848.749235669371,6.744941289098764,+32.5854741,-117.1255467
060730104011,Block Group 1,406073,0.406073,132.0,325.0647051145976,5.78709584361839,+32.5793992,-117.1072099
060730105021,Block Group 1,257019,0.257019,175.0,680.8835144483481,6.524858843326385,+32.5862709,-117.1085771
060730105022,Block Group 2,229569,0.229569,530.0,2308.6740805596573,7.7448617028947995,+32.5830704,-117.1110272
060730105023,Block Group 3,244440,0.24444,273.0,1116.8384879725086,7.019152178138082,+32.5854967,-117.1142141
060730124011,Block Group 1,1014263,1.014263,1051.0,1036.220388597435,6.944299710815536,+32.6550275,-117.0865976
060730124012,Block Group 2,448961,0.448961,747.0,1663.8416254418535,7.417485278035621,+32.6480026,-117.0898231
060730124021,Block Group 1,243497,0.243497,289.0,1186.8729388863107,7.079919540403223,+32.6446557,-117.0838361
060730123042,Block Group 2,1070764,1.070764,306.0,285.7772581072953,5.658705810279109,+32.6442693,-117.0691058
060730126003,Block Group 3,230869,0.230869,152.0,658.3820261706855,6.491303072411542,+32.6215218,-117.0889872
060730131021,Block Group 1,1013587,1.013587,225.0,221.98390468701749,5.407099592563884,+32.6189707,-117.0644316
060730131031,Block Group 1,956020,0.95602,719.0,752.0763163950545,6.624166572458579,+32.6090193,-117.0945671
060730131032,Block Group 2,862727,0.862727,2709.0,3140.0431422686434,8.052310234646052,+32.6099586,-117.0843978
060730131041,Block Group 1,164047,0.164047,98.0,597.3897724432633,6.394242335008964,+32.6125568,-117.0799849
060730131043,Block Group 3,325759,0.325759,2142.0,6575.413112147323,8.791244755953134,+32.6096801,-117.0765965
060730132031,Block Group 1,356910,0.35691,504.0,1412.1207026981592,7.253555802035596,+32.6058843,-117.0682339
060730105024,Block Group 4,328089,0.328089,81.0,246.88422958404578,5.512961820979018,+32.5882745,-117.1166689
060730106011,Block Group 1,739477,0.739477,475.0,642.3458741786425,6.466682486582756,+32.6241452,-117.1326288
060730108001,Block Group 1,355035,0.355035,730.0,2056.13531060318,7.629069668045262,+32.6898948,-117.1805303
060730126004,Block Group 4,418563,0.418563,441.0,1053.6048336809513,6.960921410511763,+32.6183354,-117.0897694
060730127001,Block Group 1,649324,0.649324,3534.0,5442.583363621243,8.602192829546075,+32.6326748,-117.0833199
060730128001,Block Group 1,322266,0.322266,58.0,179.97554814966517,5.198361929044159,+32.6383858,-117.0697217
060730128002,Block Group 2,387492,0.387492,73.0,188.39098613648798,5.243813587943048,+32.6344751,-117.0685450
060730130004,Block Group 4,326676,0.326676,179.0,547.9435281440938,6.307995573093244,+32.6246312,-117.0847065
060730109001,Block Group 1,930390,0.93039,136.0,146.17525983727253,4.991624120411476,+32.6856391,-117.1691659
060730109002,Block Group 2,332688,0.332688,439.0,1319.554657817535,7.185807122639401,+32.6879037,-117.1758666
060730110001,Block Group 1,504786,0.504786,1635.0,3238.996327156459,8.083327475192046,+32.6964342,-117.1674487
060730110002,Block Group 2,345476,0.345476,348.0,1007.3058620569881,6.916026837184697,+32.6924052,-117.1721628
060730111001,Block Group 1,397248,0.397248,350.0,881.0617045271468,6.782262013341065,+32.6976963,-117.1761387
060730111002,Block Group 2,307142,0.307142,104.0,338.60559610864027,5.827784932830988,+32.6973094,-117.1794765
060730134151,Block Group 1,1160609,1.160609,27.0,23.26364865342247,3.18897929012246,+32.6383744,-116.9983443
060730134161,Block Group 1,1383717,1.383717,150.0,108.40366924739668,4.69504442916398,+32.6507546,-116.9958112
060730134162,Block Group 2,821918,0.821918,612.0,744.5998262600405,6.614189030351023,+32.6437403,-116.9895920
060730134171,Block Group 1,2013807,2.013807,255.0,126.62583852375128,4.849102846678731,+32.6590400,-116.9844864
060730134181,Block Group 1,297616,0.297616,18.0,60.48061932154185,4.11872199216458,+32.6557641,-116.9758554
060730134182,Block Group 2,519686,0.519686,1009.0,1941.5570171218776,7.571760434254723,+32.6513932,-116.9785783
060730134184,Block Group 4,462313,0.462313,18.0,38.93466114948098,3.6872446472821703,+32.6462449,-116.9760457
060730135031,Block Group 1,858685,0.858685,57.0,66.38057029061879,4.210356701739247,+32.7393576,-116.9862038
060730135032,Block Group 2,746243,0.746243,359.0,481.07653941142496,6.178102896903324,+32.7446700,-116.9803265
060730135033,Block Group 3,1156241,1.156241,355.0,307.02941687762325,5.73019528775578,+32.7356717,-116.9780633
060730135041,Block Group 1,384739,0.384739,65.0,168.94570085174624,5.135478979274626,+32.7168917,-116.9798607
060730135042,Block Group 2,573257,0.573257,26.0,45.35487573636257,3.836326480359906,+32.7300357,-116.9851560
060730135051,Block Group 1,1313710,1.31371,275.0,209.33082643810278,5.348681655124276,+32.7391152,-116.9669045
060730208051,Block Group 1,1588200,1.5882,67.0,42.18612265457751,3.765519208795356,+33.0246240,-116.8852956
060730135043,Block Group 3,1241019,1.241019,127.0,102.33525836429578,4.637978637969453,+32.7252509,-116.9760500
060730136013,Block Group 3,1055318,1.055318,209.0,198.0445704517501,5.293528771765829,+32.7492848,-116.9708270
060730136014,Block Group 4,243192,0.243192,233.0,958.0907266686404,6.86598567590251,+32.7508973,-116.9851821
060730136041,Block Group 1,1099939,1.099939,178.0,161.82715586955277,5.09268924475355,+32.7566309,-116.9227974
060730136042,Block Group 2,510737,0.510737,55.0,107.6875182334548,4.688476959874854,+32.7589956,-116.9141884
060730136043,Block Group 3,1611765,1.611765,171.0,106.09487115057097,4.6737150878903115,+32.7519077,-116.9137814
060730136044,Block Group 4,374920,0.37492,979.0,2611.223727728582,7.867957140529386,+32.7464198,-116.9251126
060730135052,Block Group 2,845358,0.845358,23.0,27.20740798572912,3.339584637975303,+32.7392459,-116.9584889
060730135061,Block Group 1,317790,0.31779,173.0,544.3846565341892,6.301491337515192,+32.7265543,-116.9636363
060730136011,Block Group 1,862186,0.862186,43.0,49.87322921040239,3.9293368364818555,+32.7591840,-116.9732614
060730136051,Block Group 1,2864786,2.864786,358.0,124.96570424457533,4.836009681366339,+32.7603692,-116.9372036
060730136052,Block Group 2,1726853,1.726853,66.0,38.21981373052599,3.6691820714077634,+32.7576712,-116.9543156
060730207082,Block Group 2,896029,0.896029,160.0,178.56564910287503,5.190540874227912,+33.0977908,-117.0628099
060730136012,Block Group 2,1080628,1.080628,202.0,186.92834166799307,5.236060728829039,+32.7545434,-116.9806012
060730132041,Block Group 1,276197,0.276197,208.0,753.0856598732064,6.625505968814035,+32.5989692,-117.0671329
060730133011,Block Group 1,949928,0.949928,163.0,171.59195223216918,5.150930150865683,+32.6258513,-117.0514391
060730133012,Block Group 2,725792,0.725792,91.0,125.38027423834929,4.839295411293495,+32.6212142,-117.0508501
060730133021,Block Group 1,639747,0.639747,197.0,307.9342302503959,5.733128407156492,+32.6172124,-117.0436939
060730133022,Block Group 2,759977,0.759977,131.0,172.37363762324387,5.155449020627158,+32.6140992,-117.0528557
060730133031,Block Group 1,481522,0.481522,364.0,755.9363850457507,6.629279214299589,+32.6052762,-117.0558846
060730132051,Block Group 1,1777328,1.777328,3343.0,1880.913371082884,7.540044288843013,+32.5966578,-117.0802103
060730132061,Block Group 1,721186,0.721186,422.0,585.1472435682334,6.373571026902043,+32.5941870,-117.0700909
060730132063,Block Group 3,704840,0.70484,388.0,550.479541456217,6.312604741824547,+32.6028066,-117.0732964
060730133032,Block Group 2,513574,0.513574,2434.0,4739.336492890996,8.463863402230839,+32.6071639,-117.0486890
060730133033,Block Group 3,387247,0.387247,98.0,253.06845501708213,5.5376037386490635,+32.6116512,-117.0452437
060730133061,Block Group 1,652643,0.652643,104.0,159.35205004880157,5.077371710895615,+32.5998646,-117.0396381
060730133062,Block Group 2,642469,0.642469,208.0,323.7510292325389,5.783058824852966,+32.6077085,-117.0406069
060730133071,Block Group 1,446811,0.446811,737.0,1649.4670005886157,7.408813557508772,+32.5980361,-117.0550438
060730133072,Block Group 2,861404,0.861404,246.0,285.58028520879867,5.658018724503255,+32.5991999,-117.0478344
060730133081,Block Group 1,509982,0.509982,147.0,288.24546748708775,5.66727569607059,+32.5917176,-117.0409802
060730133091,Block Group 1,497957,0.497957,49.0,98.40207086154025,4.599172947062617,+32.6255795,-117.0384290
060730133092,Block Group 2,408937,0.408937,97.0,237.2003511543343,5.473112131119669,+32.6232434,-117.0302539
060730133094,Block Group 4,639940,0.63994,93.0,145.3261243241554,4.985837858893914,+32.6106585,-117.0333746
060730137011,Block Group 1,1606982,1.606982,453.0,281.89488121211065,5.645075384160474,+32.7561040,-116.9893186
060730133121,Block Group 1,576182,0.576182,70.0,121.48939050508346,4.808024418112314,+32.6014090,-117.0337929
060730134011,Block Group 1,1366957,1.366957,353.0,258.2378231356217,5.557745876423587,+32.6379237,-117.0571190
060730134012,Block Group 2,883048,0.883048,1858.0,2104.075882624727,7.652106794219581,+32.6311950,-117.0552490
060730134092,Block Group 2,1346434,1.346434,977.0,725.6204165967289,6.58840421820424,+32.6354230,-117.0398303
060730134093,Block Group 3,812643,0.812643,120.0,147.66631842026572,5.00170432088463,+32.6307344,-117.0269028
060730134113,Block Group 3,637159,0.637159,70.0,109.86268733550024,4.708292384501574,+32.6649431,-117.0190150
060730134122,Block Group 2,1225873,1.225873,569.0,464.15901157787147,6.14237930751475,+32.6485592,-117.0494451
060730134141,Block Group 1,632950,0.63295,173.0,273.32332727703607,5.614307437262487,+32.6312389,-117.0060564
060730134143,Block Group 3,443474,0.443474,93.0,209.70789719352206,5.35047280085537,+32.6372996,-117.0068596
060730125022,Block Group 2,263318,0.263318,343.0,1302.6074936008931,7.172890695336646,+32.6386606,-117.0961320
060730085011,Block Group 1,380685,0.380685,40.0,105.07374863732483,4.664134594057454,+32.8311143,-117.2196295
060730092011,Block Group 1,602817,0.602817,1782.0,2956.121011849367,7.991971442873545,+32.8073607,-117.1461978
060730092013,Block Group 3,680346,0.680346,34.0,49.97457176201521,3.9313269154838912,+32.7954540,-117.1466643
060730083131,Block Group 1,1199401,1.199401,81.0,67.53371057719646,4.227325749428827,+32.8538747,-117.2387308
060730148031,Block Group 1,661170,0.66117,436.0,659.437058547726,6.492901825777029,+32.7828165,-117.0217571
060730093011,Block Group 1,246502,0.246502,114.0,462.47089273109344,6.138743584179812,+32.8056697,-117.1374047
060730093013,Block Group 3,418197,0.418197,1152.0,2754.682601740328,7.92142045922431,+32.8083200,-117.1316150
060730091042,Block Group 2,1153960,1.15396,202.0,175.04939512634752,5.170764609789124,+32.7792079,-117.1923991
060730091071,Block Group 1,196498,0.196498,235.0,1195.9409256073852,7.087524352299507,+32.7687458,-117.1856951
060730091072,Block Group 2,296427,0.296427,1135.0,3828.9359606243697,8.250603361571292,+32.7657988,-117.1936375
060730141011,Block Group 1,721987,0.721987,127.0,175.90344424484095,5.1756040709866085,+32.7267749,-117.0325347
060730141012,Block Group 2,621311,0.621311,66.0,106.22699421062883,4.6749480286037794,+32.7214457,-117.0328116
060730141021,Block Group 1,949110,0.94911,142.0,149.61384876357852,5.014719268399461,+32.7158873,-117.0403241
060730141022,Block Group 2,248628,0.248628,99.0,398.1852406004151,5.989425571309962,+32.7180831,-117.0300312
060730144002,Block Group 2,778743,0.778743,1911.0,2453.95464228892,7.805863564411883,+32.7420663,-117.0436809
060730219001,Block Group 1,4455861,4.455861,8661.0,1943.7320867953467,7.572879501986663,+32.6543162,-117.1187224
060730092014,Block Group 4,167079,0.167079,36.0,215.46693480329662,5.377437809696958,+32.8028460,-117.1430716
060730099011,Block Group 1,5639924,5.639924,408.0,72.34140034511104,4.295125256340238,+32.6853619,-117.2455744
060730157013,Block Group 3,117898,0.117898,93.0,788.8174523740861,6.6718018458154065,+32.7975507,-116.9390629
060730166172,Block Group 2,382580,0.38258,1143.0,2987.6104344189453,8.002563820708193,+32.8367670,-116.9787255
060730137021,Block Group 1,1094057,1.094057,378.0,345.5030222374154,5.847891540777823,+32.7446587,-116.9954646
060730137022,Block Group 2,326141,0.326141,587.0,1799.8350406725924,7.496005747795365,+32.7417897,-117.0018461
060730138012,Block Group 2,484412,0.484412,20.0,41.287168773688514,3.7444837013522614,+32.7449286,-117.0110286
060730138021,Block Group 1,356900,0.3569,39.0,109.27430652843934,4.702970957405729,+32.7324963,-117.0104770
060730139031,Block Group 1,729042,0.729042,170.0,233.1827247264218,5.45610168553276,+32.7043366,-117.0051804
060730139051,Block Group 1,1618703,1.618703,242.0,149.50241026303158,5.013979099097446,+32.7237733,-116.9893056
060730139052,Block Group 2,311560,0.31156,192.0,616.2536911028374,6.425280108122901,+32.7177712,-116.9947434
060730139053,Block Group 3,274496,0.274496,67.0,244.083702494754,5.501599795033833,+32.7181849,-116.9893985
060730142001,Block Group 1,795716,0.795716,354.0,444.88234495724606,6.100055116674288,+32.7290433,-117.0464208
060730139071,Block Group 1,413641,0.413641,544.0,1315.1500939220243,7.182466158513936,+32.7166119,-117.0044260
060730139072,Block Group 2,926346,0.926346,169.0,182.43723187664222,5.211872548360794,+32.7218716,-117.0019988
060730139091,Block Group 1,484673,0.484673,54.0,111.41532538433128,4.722200275000893,+32.7121957,-116.9856303
060730139092,Block Group 2,595374,0.595374,149.0,250.2628599838085,5.526499642078587,+32.7111209,-116.9932847
060730140013,Block Group 3,813701,0.813701,94.0,115.52154907023588,4.758076226460775,+32.7391759,-117.0190317
060730140014,Block Group 4,547240,0.54724,561.0,1025.1443607923397,6.933563718359689,+32.7368029,-117.0286040
060730140022,Block Group 2,1284115,1.284115,262.0,204.03157038115748,5.323163969140644,+32.7277177,-117.0186374
060730142002,Block Group 2,397232,0.397232,37.0,93.14456035767512,4.544831477094959,+32.7291728,-117.0390886
060730142003,Block Group 3,705310,0.70531,54.0,76.56207908579206,4.351078636175462,+32.7208067,-117.0447367
060730143001,Block Group 1,869594,0.869594,123.0,141.4453181599689,4.958958193853916,+32.7374556,-117.0443714
060730144001,Block Group 1,920997,0.920997,2145.0,2328.9978143251283,7.753622608501422,+32.7447424,-117.0261175
060730168071,Block Group 1,578275,0.578275,84.0,145.25960831784187,4.985383181853726,+32.8504814,-116.9211593
060730145001,Block Group 1,499244,0.499244,62.0,124.18777191112962,4.829814785454668,+32.7495348,-117.0406161
060730145002,Block Group 2,388716,0.388716,371.0,954.4243097788617,6.862155545240549,+32.7472596,-117.0462655
060730145003,Block Group 3,284862,0.284862,97.0,340.5157585076283,5.833393822917292,+32.7525635,-117.0462869
060730146021,Block Group 1,530490,0.53049,197.0,371.35478519859,5.919847123419826,+32.7596549,-117.0233066
060730146023,Block Group 3,1374846,1.374846,34.0,24.730042492031835,3.247659277750969,+32.7507740,-117.0291269
060730138013,Block Group 3,522339,0.522339,252.0,482.4453085065446,6.180938192686679,+32.7402656,-117.0104078
060730148032,Block Group 2,403126,0.403126,202.0,501.08402831868943,6.218767492773097,+32.7806743,-117.0277265
060730148033,Block Group 3,799910,0.79991,2955.0,3694.165593629283,8.214780647974672,+32.7747443,-117.0214817
060730148041,Block Group 1,427729,0.427729,178.0,416.15134816671303,6.033449101194025,+32.7889927,-117.0268618
060730148042,Block Group 2,295448,0.295448,211.0,714.1696677587935,6.57251981210814,+32.7823639,-117.0362221
060730148043,Block Group 3,367734,0.367734,165.0,448.6938928682145,6.10856711322684,+32.7871683,-117.0333506
060730151001,Block Group 1,443500,0.4435,12.0,27.05749718151071,3.3342558754542266,+32.7928719,-116.9920692
060730154053,Block Group 3,1626800,1.6268,103.0,63.31448241947381,4.16378483791179,+32.7677111,-116.9192317
060730156011,Block Group 1,754263,0.754263,354.0,469.3323151208531,6.153439498308201,+32.7955939,-116.9286515
060730156012,Block Group 2,660363,0.660363,508.0,769.2738690689818,6.646746125726246,+32.7887255,-116.9229355
060730157011,Block Group 1,242464,0.242464,197.0,812.4917513527781,6.701335786906122,+32.7975420,-116.9423612
060730158011,Block Group 1,432071,0.432071,3603.0,8338.907262926696,9.028807375737816,+32.7967774,-116.9569831
060730158021,Block Group 1,199592,0.199592,654.0,3276.68443624995,8.094892487509926,+32.7938160,-116.9580078
060730168091,Block Group 1,817350,0.81735,663.0,811.1580106441548,6.6996949156199985,+32.8234751,-116.9099873
060730168092,Block Group 2,3814234,3.814234,240.0,62.922201417112845,4.157666741057598,+32.8291853,-116.8902032
060730168101,Block Group 1,2305504,2.305504,202.0,87.61641706108513,4.484317134589369,+32.8479042,-116.9106547
060730168112,Block Group 2,813663,0.813663,116.0,142.56516518509505,4.966789044909787,+32.8450523,-116.8898567
060730170061,Block Group 1,1595715,1.595715,83.0,52.014300799328204,3.970561703557944,+33.0114092,-117.0454764
060730159011,Block Group 1,200148,0.200148,213.0,1064.2124827627556,6.9709295725744145,+32.7912392,-116.9675200
060730159021,Block Group 1,295319,0.295319,237.0,802.5220185629777,6.689004588116326,+32.7839597,-116.9752446
060730159022,Block Group 2,242682,0.242682,140.0,576.8866252956544,6.359377699424931,+32.7858474,-116.9655316
060730158022,Block Group 2,290034,0.290034,783.0,2699.683485384472,7.9012601626921946,+32.7912983,-116.9642409
060730160001,Block Group 1,611058,0.611058,1150.0,1881.9817431405856,7.540611832986456,+32.7906510,-116.9750142
060730160002,Block Group 2,1253872,1.253872,894.0,712.9914377225107,6.5708709702824,+32.7876390,-116.9832375
060730161001,Block Group 1,999463,0.999463,106.0,106.05695258353737,4.673360959993863,+32.7996270,-116.9821499
060730170212,Block Group 2,26823671,26.823671,144.0,5.368392715523539,1.8513471167918658,+33.0017151,-116.9906297
060730027083,Block Group 3,115558,0.115558,179.0,1549.0056941103169,7.346013883526104,+32.7553041,-117.0843137
060730083433,Block Group 3,86262,0.086262,12.0,139.11108019753772,4.942435537992545,+32.8653028,-117.2147295
060730083532,Block Group 2,1505334,1.505334,69.0,45.837003615144546,3.8466735660416456,+32.9282508,-117.1296278
060730083621,Block Group 1,627370,0.62737,1116.0,1778.8545834196727,7.484286945240887,+32.8635613,-117.2314058
060730083631,Block Group 1,60223,0.060223,18.0,298.88912873818975,5.703412835475355,+32.8653385,-117.2230182
060730083071,Block Group 1,517873,0.517873,44.0,84.96291561830796,4.453915989513521,+32.8467693,-117.2156486
060730161002,Block Group 2,1078113,1.078113,169.0,156.7553679438055,5.0610455290123015,+32.8007514,-116.9897090
060730085033,Block Group 3,1281872,1.281872,277.0,216.090218056093,5.380313018550355,+32.8167508,-117.2077347
060730162012,Block Group 2,1837284,1.837284,2007.0,1092.3733075561536,6.9970229738308785,+32.8201951,-116.9889838
060730162022,Block Group 2,938672,0.938672,1421.0,1513.840830449827,7.323065650014673,+32.7990910,-116.9700886
060730163011,Block Group 1,527792,0.527792,464.0,879.134204383545,6.780074400825851,+32.8053889,-116.9565751
060730083031,Block Group 1,1540075,1.540075,462.0,299.9853903218999,5.7070617264343655,+32.8375483,-117.2644762
060730134201,Block Group 1,239517,0.239517,335.0,1398.6481126600618,7.243976135910167,+32.6411837,-117.0095477
060730137012,Block Group 2,674006,0.674006,137.0,203.26228549894213,5.31940488125284,+32.7562487,-116.9978638
060730171092,Block Group 2,560065,0.560065,318.0,567.7912385169578,6.343513474919197,+33.0717093,-117.2382852
060730170351,Block Group 1,1964318,1.964318,49.0,24.945044539631567,3.2559806295124507,+32.9748772,-117.0997987
060730170352,Block Group 2,239845,0.239845,70.0,291.85515645521065,5.679678140218271,+32.9770103,-117.0934420
060730170353,Block Group 3,131597,0.131597,240.0,1823.7497815299741,7.50919815060573,+32.9724335,-117.0950705
060730170361,Block Group 1,323195,0.323195,961.0,2973.437089063878,7.997810086316507,+32.9568434,-117.1255236
060730170362,Block Group 2,274961,0.274961,33.0,120.0170205956481,4.795931201783932,+32.9591855,-117.1189449
060730170363,Block Group 3,392652,0.392652,75.0,191.00883224840317,5.257541372263521,+32.9626849,-117.1225916
060730151003,Block Group 3,507868,0.507868,716.0,1409.8151488181968,7.2519229360546,+32.7837232,-116.9952225
060730201084,Block Group 4,312771,0.312771,41.0,131.08632194161223,4.883455662954686,+33.1385599,-117.0822730
060730151002,Block Group 2,798144,0.798144,102.0,127.79648785181622,4.858233545067228,+32.7866748,-116.9911264
060730170181,Block Group 1,700755,0.700755,594.0,847.6571697668943,6.743655300009835,+32.9679891,-117.0975853
060730170182,Block Group 2,1130293,1.130293,117.0,103.51298291681891,4.649311302126368,+32.9574366,-117.1045744
060730170202,Block Group 2,2470207,2.470207,225.0,91.08548392907963,4.522717318777064,+33.0308450,-117.0427073
060730080031,Block Group 1,193197,0.193197,285.0,1475.1781859966768,7.297211720094047,+32.8040056,-117.2558221
060730095051,Block Group 1,14846563,14.846563,54.0,3.6372054596070487,1.5341119131633363,+32.8336316,-117.0560613
060730099021,Block Group 1,72928,0.072928,,,,+32.7078737,-117.1701579
060730100123,Block Group 3,229518,0.229518,138.0,601.2600318929234,6.400689298712701,+32.5600104,-117.0573699
060730036031,Block Group 1,259423,0.259423,126.0,485.6932500202372,6.187634047871727,+32.6871318,-117.1103976
060730171063,Block Group 3,7801057,7.801057,214.0,27.432180023809593,3.3475216031244392,+33.0343151,-117.2103363
060730139082,Block Group 2,817117,0.817117,951.0,1163.8480168690653,7.060345899866345,+32.7111349,-117.0071494
060730209031,Block Group 1,367025698,367.025698,115.0,0.3133295587384184,0.2725655605805608,+33.3304770,-116.7941962
060730213021,Block Group 1,233758480,233.75848,176.0,0.7529138622051273,0.5612794673702247,+32.6208527,-116.8073659
060730083013,Block Group 3,462090,0.46209,41.0,88.72730420480859,4.496775117448519,+32.8216413,-117.2381666
060730083073,Block Group 3,597443,0.597443,195.0,326.3909695150835,5.791155082134774,+32.8498350,-117.2080123
060730083012,Block Group 2,904892,0.904892,66.0,72.93688086534084,4.303211767946532,+32.8149109,-117.2357728
060730083033,Block Group 3,696025,0.696025,151.0,216.9462303796559,5.384248382731459,+32.8359294,-117.2534700
060730083061,Block Group 1,307760,0.30776,46.0,149.46711723420847,5.013744570178333,+32.8502103,-117.2202990
060730083062,Block Group 2,508090,0.50809,59.0,116.12115963707217,4.7632089514368,+32.8428882,-117.2263389
060730083101,Block Group 1,1883549,1.883549,165.0,87.60058803885644,4.4841384945964196,+32.8325203,-117.2391304
060730085041,Block Group 1,222490,0.22249,119.0,534.8554991235561,6.28386453353717,+32.8304182,-117.2004751
060730032143,Block Group 3,230730,0.23073,29.0,125.68803363238418,4.8417276363977955,+32.6915701,-117.0247178
060730033051,Block Group 1,441435,0.441435,499.0,1130.4042497762978,7.031214839112269,+32.7019187,-117.0903059
060730212052,Block Group 2,3378299,3.378299,266.0,78.73785002452418,4.378744379268728,+32.8255060,-116.7671371
060730100151,Block Group 1,1101812,1.101812,473.0,429.2928376165807,6.064465994613252,+32.5657274,-117.0303012
060730219002,Block Group 2,1497656,1.497656,1240.0,827.9604929302857,6.720172497703299,+32.6760065,-117.1143104
060730095102,Block Group 2,1089100,1.0891,58.0,53.25498117711872,3.9936948071385325,+32.8174208,-117.1105533
060730134212,Block Group 2,1630932,1.630932,111.0,68.05924465275069,4.234964754351361,+32.6445252,-117.0277741
060730093014,Block Group 4,163364,0.163364,50.0,306.06498371734284,5.727059398533949,+32.8035881,-117.1316526
060730155021,Block Group 1,15982142,15.982142,2749.0,172.00447849856423,5.153317481437647,+32.7960909,-116.8303965
060730106012,Block Group 2,3648036,3.648036,106.0,29.056730799805706,3.403086622582331,+32.6235959,-117.1291773
060730085032,Block Group 2,321606,0.321606,86.0,267.4079463691598,5.592508011101738,+32.8249755,-117.2084577
