w_geocode,segment,year,C000,CE01,CE02,CE03
060730020013000,S000,2023,6,1,1,4
060730020013001,S000,2023,1,0,1,0
060730020013002,S000,2023,2,0,0,2
060730020013003,S000,2023,1,0,1,0
060730020013005,S000,2023,5,0,3,2
060730020013006,S000,2023,8,3,5,0
060730020013007,S000,2023,2,0,0,2
060730020013008,S000,2023,11,0,1,10
060730020013010,S000,2023,1,0,1,0
060730020021000,S000,2023,4,0,1,3
060730020021001,S000,2023,6,4,0,2
060730020021008,S000,2023,7,0,1,6
060730020021010,S000,2023,4,3,0,1
060730020021016,S000,2023,1,0,0,1
060730020021018,S000,2023,1,1,0,0
060730020022001,S000,2023,20,1,5,14
060730020022003,S000,2023,11,0,6,5
060730020022004,S000,2023,1,0,1,0
060730020022007,S000,2023,1,0,0,1
060730020022008,S000,2023,2,0,1,1
060730020022009,S000,2023,9,1,1,7
060730020022011,S000,2023,3,1,1,1
060730020022012,S000,2023,2,1,0,1
060730021001000,S000,2023,16,4,5,7
060730021001002,S000,2023,2,0,2,0
060730021001003,S000,2023,5,1,2,2
060730021001007,S000,2023,99,19,33,47
060730021001008,S000,2023,110,31,48,31
060730021001009,S000,2023,58,7,14,37
060730021001010,S000,2023,13,2,8,3
060730021001012,S000,2023,20,5,9,6
060730021001013,S000,2023,2,0,2,0
060730021001015,S000,2023,13,5,8,0
060730021001016,S000,2023,4,0,0,4
060730021001017,S000,2023,44,13,17,14
060730021001023,S000,2023,2,0,0,2
060730021001024,S000,2023,16,2,1,13
060730021001028,S000,2023,6,6,0,0
060730021001030,S000,2023,2,0,2,0
060730021002000,S000,2023,46,7,9,30
060730021002001,S000,2023,2,2,0,0
060730021002003,S000,2023,2,1,1,0
060730021002004,S000,2023,14,1,6,7
060730021002005,S000,2023,18,0,2,16
060730021002006,S000,2023,4,2,2,0
060730021002007,S000,2023,5,3,2,0
060730021002008,S000,2023,16,5,7,4
060730021002009,S000,2023,4,0,1,3
060730021002010,S000,2023,3,0,1,2
060730021002011,S000,2023,1,0,1,0
060730021002012,S000,2023,13,5,4,4
060730021002013,S000,2023,170,87,38,45
060730021003001,S000,2023,3,2,0,1
060730021003003,S000,2023,3,0,2,1
060730021003011,S000,2023,43,15,26,2
060730021003012,S000,2023,11,3,6,2
060730021004000,S000,2023,1,0,1,0
060730021004001,S000,2023,5,2,3,0
060730021004003,S000,2023,3,0,2,1
060730021004005,S000,2023,3,0,1,2
060730021004007,S000,2023,1,0,1,0
060730021004008,S000,2023,3,0,0,3
060730021004012,S000,2023,1,0,1,0
060730021004014,S000,2023,1,1,0,0
060730021004016,S000,2023,16,3,7,6
060730021004017,S000,2023,4,3,1,0
060730021004018,S000,2023,72,20,27,25
060730021005000,S000,2023,1,1,0,0
060730021005001,S000,2023,19,10,6,3
060730021005002,S000,2023,1,1,0,0
060730021005003,S000,2023,2,2,0,0
060730021005004,S000,2023,1,0,0,1
060730021005005,S000,2023,6,1,4,1
060730021005006,S000,2023,6,0,3,3
060730021005008,S000,2023,3,0,3,0
060730021005009,S000,2023,2,0,0,2
060730021005010,S000,2023,1,0,1,0
060730021005011,S000,2023,3,2,0,1
060730021005012,S000,2023,15,2,11,2
060730021005013,S000,2023,4,0,2,2
060730021005014,S000,2023,1,1,0,0
060730021005015,S000,2023,4,1,3,0
060730021005016,S000,2023,8,1,7,0
060730021005017,S000,2023,11,3,6,2
060730021005018,S000,2023,25,1,3,21
060730021005019,S000,2023,1,0,1,0
060730022011000,S000,2023,11,2,7,2
060730022011001,S000,2023,174,18,50,106
060730022011002,S000,2023,7,3,2,2
060730022011003,S000,2023,3,1,1,1
060730022011004,S000,2023,3,2,1,0
060730022011005,S000,2023,195,23,17,155
060730022011006,S000,2023,10,2,6,2
060730022011007,S000,2023,20,4,15,1
060730022011008,S000,2023,5,2,2,1
060730022011009,S000,2023,4,0,4,0
060730022011010,S000,2023,5,3,1,1
060730022012000,S000,2023,7,0,2,5
060730022012002,S000,2023,6,2,4,0
060730022012003,S000,2023,8,5,2,1
060730022012004,S000,2023,6,0,5,1
060730022012005,S000,2023,7,4,3,0
060730022012006,S000,2023,1,0,1,0
060730022012007,S000,2023,23,0,0,23
060730022012008,S000,2023,4,1,2,1
060730022012009,S000,2023,13,1,8,4
060730022021000,S000,2023,9,2,5,2
060730022021001,S000,2023,10,1,5,4
060730022021002,S000,2023,11,2,6,3
060730022021003,S000,2023,82,8,21,53
060730022021004,S000,2023,12,2,4,6
060730022021005,S000,2023,5,3,2,0
060730022021006,S000,2023,5,1,4,0
060730022021007,S000,2023,10,5,4,1
060730022021008,S000,2023,875,61,107,707
060730022021009,S000,2023,14,6,4,4
060730022021010,S000,2023,7,3,3,1
060730022022000,S000,2023,5,4,1,0
060730022022001,S000,2023,32,13,10,9
060730022022002,S000,2023,14,8,2,4
060730022022003,S000,2023,4,3,1,0
060730022022004,S000,2023,13,3,6,4
060730022022005,S000,2023,17,5,10,2
060730022022006,S000,2023,10,4,6,0
060730022022007,S000,2023,107,45,49,13
060730022022008,S000,2023,19,6,9,4
060730022022009,S000,2023,29,15,8,6
060730022023000,S000,2023,3,2,1,0
060730022023001,S000,2023,7,4,2,1
060730022023002,S000,2023,12,3,5,4
060730022023004,S000,2023,116,11,20,85
060730022023007,S000,2023,149,27,53,69
060730022023008,S000,2023,9,5,4,0
060730023011000,S000,2023,6,1,3,2
060730023011001,S000,2023,7,6,1,0
060730023011002,S000,2023,30,7,7,16
060730023011003,S000,2023,34,13,13,8
060730023012000,S000,2023,123,55,43,25
060730023012001,S000,2023,9,3,5,1
060730023012002,S000,2023,107,34,25,48
060730023012003,S000,2023,108,30,35,43
060730023013000,S000,2023,334,50,80,204
060730023013001,S000,2023,29,15,12,2
060730023013002,S000,2023,42,4,19,19
060730023013003,S000,2023,6,1,5,0
060730023021000,S000,2023,86,24,50,12
060730023021001,S000,2023,54,9,23,22
060730023021002,S000,2023,22,8,12,2
060730023021003,S000,2023,111,24,56,31
060730023021004,S000,2023,19,11,8,0
060730023021005,S000,2023,14,4,8,2
060730023021006,S000,2023,2,1,1,0
060730023021007,S000,2023,4,1,3,0
060730023021008,S000,2023,28,17,11,0
060730023021009,S000,2023,72,18,33,21
060730023021010,S000,2023,66,22,30,14
060730023021011,S000,2023,16,7,8,1
060730023022000,S000,2023,74,19,14,41
060730023022001,S000,2023,8,3,4,1
060730023022002,S000,2023,4,1,3,0
060730023022003,S000,2023,1,0,1,0
060730023022004,S000,2023,3,1,2,0
060730023022006,S000,2023,10,3,1,6
060730023022007,S000,2023,7,1,6,0
060730023022008,S000,2023,6,1,5,0
060730023022009,S000,2023,6,6,0,0
060730023022010,S000,2023,9,4,5,0
060730023022011,S000,2023,71,7,17,47
060730023023000,S000,2023,29,12,14,3
060730023023001,S000,2023,44,9,16,19
060730023023002,S000,2023,14,9,5,0
060730023023003,S000,2023,1,1,0,0
060730023023004,S000,2023,14,4,8,2
060730023023005,S000,2023,6,1,5,0
060730023023006,S000,2023,48,0,10,38
060730023023007,S000,2023,4,2,2,0
060730023023008,S000,2023,1,0,1,0
060730023023009,S000,2023,7,3,4,0
060730023023010,S000,2023,23,10,10,3
060730023023011,S000,2023,3,2,1,0
060730023023012,S000,2023,45,12,22,11
060730024011000,S000,2023,29,0,9,20
060730024011001,S000,2023,7,1,3,3
060730024011002,S000,2023,5,2,3,0
060730024011003,S000,2023,12,5,6,1
060730024011004,S000,2023,55,6,14,35
060730024012000,S000,2023,7,1,5,1
060730024012001,S000,2023,8,2,2,4
060730024012002,S000,2023,23,7,15,1
060730024012003,S000,2023,15,4,9,2
060730024012004,S000,2023,3,1,1,1
060730024012005,S000,2023,5,1,4,0
060730024012006,S000,2023,3,0,3,0
060730024012007,S000,2023,2,0,2,0
060730024012009,S000,2023,1,0,1,0
060730024012010,S000,2023,1,0,1,0
060730024013000,S000,2023,26,4,17,5
060730024013001,S000,2023,13,6,5,2
060730024013002,S000,2023,3,2,1,0
060730024013003,S000,2023,21,3,14,4
060730024013004,S000,2023,10,1,5,4
060730024013005,S000,2023,10,0,0,10
060730024013007,S000,2023,1,0,1,0
060730024013008,S000,2023,5,1,2,2
060730024021000,S000,2023,30,13,12,5
060730024021001,S000,2023,42,8,19,15
060730024021002,S000,2023,53,7,32,14
060730024021003,S000,2023,16,3,9,4
060730024021008,S000,2023,4,3,1,0
060730024021009,S000,2023,3,0,1,2
060730024021010,S000,2023,8,7,1,0
060730024021011,S000,2023,3,0,3,0
060730024021012,S000,2023,19,7,9,3
060730024021013,S000,2023,2,0,2,0
060730024021014,S000,2023,2,0,2,0
060730024022000,S000,2023,30,3,15,12
060730024022001,S000,2023,16,6,7,3
060730024022002,S000,2023,4,2,2,0
060730024022003,S000,2023,24,18,6,0
060730024022005,S000,2023,14,6,8,0
060730024023000,S000,2023,211,9,27,175
060730024023001,S000,2023,12,1,7,4
060730024023002,S000,2023,1,0,1,0
060730024023004,S000,2023,28,7,6,15
060730024023005,S000,2023,1,0,1,0
060730025011000,S000,2023,49,6,11,32
060730025011001,S000,2023,30,10,17,3
060730025011002,S000,2023,3,2,1,0
060730025011003,S000,2023,3,2,1,0
060730025011004,S000,2023,2,0,2,0
060730025011006,S000,2023,5,1,3,1
060730025011007,S000,2023,6,4,2,0
060730025012000,S000,2023,2,0,2,0
060730025012001,S000,2023,6,3,3,0
060730025012002,S000,2023,2,0,2,0
060730025012004,S000,2023,2,1,1,0
060730025012005,S000,2023,3,0,2,1
060730025012006,S000,2023,3,1,1,1
060730025012007,S000,2023,1,0,1,0
060730025012008,S000,2023,1,1,0,0
060730025012010,S000,2023,9,3,6,0
060730025012011,S000,2023,1,0,1,0
060730025013000,S000,2023,64,13,38,13
060730025013001,S000,2023,7,0,7,0
060730025013002,S000,2023,3,0,3,0
060730025013003,S000,2023,3,3,0,0
060730025013004,S000,2023,3,1,1,1
060730025013005,S000,2023,1,0,0,1
060730025013007,S000,2023,12,6,6,0
060730025013008,S000,2023,3,1,2,0
060730025021002,S000,2023,6,4,2,0
060730025021003,S000,2023,1,0,0,1
060730025021004,S000,2023,2,1,0,1
060730025021005,S000,2023,1,0,1,0
060730025021006,S000,2023,157,6,7,144
060730025021007,S000,2023,2,1,0,1
060730025021008,S000,2023,6,2,3,1
060730025021009,S000,2023,1,0,1,0
060730025021010,S000,2023,69,8,27,34
060730025021011,S000,2023,12,3,2,7
060730025021012,S000,2023,10,5,2,3
060730025021013,S000,2023,2,2,0,0
060730025021014,S000,2023,7,0,4,3
060730025021015,S000,2023,169,21,37,111
060730025021017,S000,2023,6,0,0,6
060730025021018,S000,2023,10,4,6,0
060730025021019,S000,2023,1,1,0,0
060730025021020,S000,2023,25,2,0,23
060730025022000,S000,2023,14,3,6,5
060730025022003,S000,2023,4,1,3,0
060730025022005,S000,2023,2,0,1,1
060730025022006,S000,2023,5,1,4,0
060730025022007,S000,2023,8,1,2,5
060730025022008,S000,2023,20,8,8,4
060730025023000,S000,2023,22,10,4,8
060730025023001,S000,2023,2,2,0,0
060730025023004,S000,2023,2,1,1,0
060730025023005,S000,2023,8,5,3,0
060730025024000,S000,2023,2,1,0,1
060730025024001,S000,2023,41,22,14,5
060730025024002,S000,2023,1,0,1,0
060730025024003,S000,2023,5,4,0,1
060730025024005,S000,2023,2,2,0,0
060730026011000,S000,2023,3,1,2,0
060730026011001,S000,2023,9,2,7,0
060730026011002,S000,2023,3,0,3,0
060730026011003,S000,2023,3,0,2,1
060730026011004,S000,2023,2,0,2,0
060730026011005,S000,2023,6,2,4,0
060730026011007,S000,2023,2,1,1,0
060730026011008,S000,2023,2,2,0,0
060730026011009,S000,2023,152,17,35,100
060730026012000,S000,2023,3,2,1,0
060730026012001,S000,2023,7,2,3,2
060730026012002,S000,2023,6,4,2,0
060730026012003,S000,2023,2,2,0,0
060730026012004,S000,2023,1,0,1,0
060730026012005,S000,2023,17,8,7,2
060730026012006,S000,2023,10,5,5,0
060730026012007,S000,2023,19,1,3,15
060730026013000,S000,2023,4,2,2,0
060730026013001,S000,2023,2,0,2,0
060730026013002,S000,2023,9,3,6,0
060730026013003,S000,2023,17,5,11,1
060730026013004,S000,2023,166,22,94,50
060730026013005,S000,2023,185,59,93,33
060730026013006,S000,2023,23,0,2,21
060730026013009,S000,2023,106,16,24,66
060730026014000,S000,2023,26,11,9,6
060730026014001,S000,2023,14,5,9,0
060730026014002,S000,2023,5,1,4,0
060730026014003,S000,2023,9,1,3,5
060730026014004,S000,2023,16,5,11,0
060730026014005,S000,2023,6,5,1,0
060730026014006,S000,2023,2,0,2,0
060730026014007,S000,2023,5,3,2,0
060730026014008,S000,2023,12,2,5,5
060730026014009,S000,2023,1,0,1,0
060730026021000,S000,2023,3,0,1,2
060730026021001,S000,2023,87,21,28,38
060730026021002,S000,2023,39,7,18,14
060730026022000,S000,2023,50,11,18,21
060730026022001,S000,2023,1,1,0,0
060730026022002,S000,2023,3,0,3,0
060730026022003,S000,2023,7,1,4,2
060730026022004,S000,2023,6,2,4,0
060730026022006,S000,2023,13,5,8,0
060730026023000,S000,2023,77,8,30,39
060730026023001,S000,2023,8,2,4,2
060730026023002,S000,2023,7,6,1,0
060730027021000,S000,2023,93,34,42,17
060730027021001,S000,2023,29,11,12,6
060730027021003,S000,2023,4,1,3,0
060730027021004,S000,2023,11,0,0,11
060730027021008,S000,2023,1,1,0,0
060730027021009,S000,2023,1,0,1,0
060730027022000,S000,2023,4,0,4,0
060730027022001,S000,2023,47,22,15,10
060730027022002,S000,2023,1,0,0,1
060730027022003,S000,2023,3,2,1,0
060730027022004,S000,2023,6,1,0,5
060730027023000,S000,2023,25,6,6,13
060730027023001,S000,2023,1,0,1,0
060730027023002,S000,2023,344,41,134,169
060730027023004,S000,2023,1,0,1,0
060730027023005,S000,2023,1,0,1,0
060730027023006,S000,2023,2,1,1,0
060730027023007,S000,2023,10,4,6,0
060730027023008,S000,2023,32,10,13,9
060730027023010,S000,2023,3,1,0,2
060730027023011,S000,2023,211,26,45,140
060730027023013,S000,2023,705,150,210,345
060730027031000,S000,2023,49,0,7,42
060730027031001,S000,2023,454,116,207,131
060730027031003,S000,2023,4,1,1,2
060730027031004,S000,2023,3,1,0,2
060730027032000,S000,2023,6,1,0,5
060730027032001,S000,2023,12,4,7,1
060730027032002,S000,2023,8,0,4,4
060730027032003,S000,2023,6,4,2,0
060730027032004,S000,2023,14,6,5,3
060730027032005,S000,2023,4,4,0,0
060730027033000,S000,2023,25,8,8,9
060730027033001,S000,2023,3,0,3,0
060730027033002,S000,2023,252,80,123,49
060730027033003,S000,2023,2,0,2,0
060730027033004,S000,2023,16,1,10,5
060730027033005,S000,2023,2,0,2,0
060730027033006,S000,2023,4,1,3,0
060730027034000,S000,2023,15,2,4,9
060730027034001,S000,2023,4,0,2,2
060730027034002,S000,2023,3,1,2,0
060730027034003,S000,2023,3,2,0,1
060730027034005,S000,2023,8,6,1,1
060730027034007,S000,2023,25,1,11,13
060730027034008,S000,2023,1,0,1,0
060730027034010,S000,2023,1,0,1,0
060730027034011,S000,2023,4,2,2,0
060730027034012,S000,2023,2,0,0,2
060730027034015,S000,2023,5,3,2,0
060730027034020,S000,2023,870,148,477,245
060730027051001,S000,2023,2,1,1,0
060730027051002,S000,2023,133,41,48,44
060730027051004,S000,2023,7,1,3,3
060730027051005,S000,2023,4,2,2,0
060730027051006,S000,2023,1,0,1,0
060730027051007,S000,2023,3,0,3,0
060730027051008,S000,2023,9,5,2,2
060730027051009,S000,2023,1,0,1,0
060730027051010,S000,2023,5,0,3,2
060730027051012,S000,2023,79,7,19,53
060730027051013,S000,2023,8,4,2,2
060730027051014,S000,2023,1,1,0,0
060730027051016,S000,2023,38,10,15,13
060730027052000,S000,2023,1,1,0,0
060730027052001,S000,2023,2,2,0,0
060730027052002,S000,2023,11,4,6,1
060730027052003,S000,2023,1,0,1,0
060730027052004,S000,2023,16,7,9,0
060730027052006,S000,2023,9,2,3,4
060730027052007,S000,2023,2,1,1,0
060730027052008,S000,2023,5,4,1,0
060730027052010,S000,2023,1,0,1,0
060730027052011,S000,2023,24,4,14,6
060730027052012,S000,2023,4,1,3,0
060730027052013,S000,2023,9,6,3,0
060730027052015,S000,2023,2,0,2,0
060730027052016,S000,2023,1,1,0,0
060730027052018,S000,2023,2,0,2,0
060730027052019,S000,2023,4,0,4,0
060730027071000,S000,2023,9,3,3,3
060730027071001,S000,2023,9,4,5,0
060730027071002,S000,2023,31,11,20,0
060730027071003,S000,2023,8,3,2,3
060730027071004,S000,2023,26,7,7,12
060730027071005,S000,2023,29,3,11,15
060730027072000,S000,2023,16,5,9,2
060730027072001,S000,2023,11,2,5,4
060730027072002,S000,2023,6,2,4,0
060730027072003,S000,2023,11,5,6,0
060730027073000,S000,2023,13,3,8,2
060730027073001,S000,2023,52,8,12,32
060730027073002,S000,2023,10,4,6,0
060730027073003,S000,2023,10,2,6,2
060730027073004,S000,2023,12,3,5,4
060730027074000,S000,2023,10,3,6,1
060730027074001,S000,2023,7,4,3,0
060730027074002,S000,2023,35,10,21,4
060730027074003,S000,2023,49,12,17,20
060730027081000,S000,2023,53,26,23,4
060730027081001,S000,2023,21,5,14,2
060730027081002,S000,2023,71,24,34,13
060730027082000,S000,2023,846,98,142,606
060730027082001,S000,2023,2,1,1,0
060730027083000,S000,2023,116,46,54,16
060730027083001,S000,2023,24,8,10,6
060730027083002,S000,2023,27,11,10,6
060730027083003,S000,2023,10,5,5,0
060730027083004,S000,2023,2,2,0,0
060730027084000,S000,2023,10,4,3,3
060730027084001,S000,2023,21,8,8,5
060730027084002,S000,2023,24,11,5,8
060730027084003,S000,2023,1,0,1,0
060730027084004,S000,2023,60,4,20,36
060730027084005,S000,2023,104,13,31,60
060730027091000,S000,2023,86,24,38,24
060730027091001,S000,2023,25,10,7,8
060730027091002,S000,2023,68,10,9,49
060730027092000,S000,2023,2,0,2,0
060730027092001,S000,2023,56,12,22,22
060730027092002,S000,2023,13,7,3,3
060730027092004,S000,2023,31,13,10,8
060730027101000,S000,2023,2,0,1,1
060730027101001,S000,2023,7,2,4,1
060730027101002,S000,2023,9,2,3,4
060730027101003,S000,2023,2,1,1,0
060730027101004,S000,2023,7,3,4,0
060730027101006,S000,2023,2,0,2,0
060730027101007,S000,2023,2,0,2,0
060730027101008,S000,2023,10,3,4,3
060730027101009,S000,2023,4,1,3,0
060730027101010,S000,2023,16,10,5,1
060730027101011,S000,2023,1,0,1,0
060730027102000,S000,2023,48,17,24,7
060730027102001,S000,2023,47,10,28,9
060730027102002,S000,2023,7,2,4,1
060730027102003,S000,2023,5,2,2,1
060730027103000,S000,2023,93,21,29,43
060730027103001,S000,2023,1,0,0,1
060730027103002,S000,2023,3,0,2,1
060730027103003,S000,2023,2,1,0,1
060730027103004,S000,2023,28,4,13,11
060730027111000,S000,2023,27,14,12,1
060730027111008,S000,2023,16,0,2,14
060730027111009,S000,2023,47,7,14,26
060730027111011,S000,2023,2,2,0,0
060730027112000,S000,2023,22,12,5,5
060730027112002,S000,2023,2,0,2,0
060730027112003,S000,2023,4,1,3,0
060730027112005,S000,2023,5,4,1,0
060730027112006,S000,2023,2,1,0,1
060730027112007,S000,2023,9,2,5,2
060730027112010,S000,2023,59,13,21,25
060730027121001,S000,2023,150,16,102,32
060730027121002,S000,2023,77,29,35,13
060730027122001,S000,2023,14,6,7,1
060730027122003,S000,2023,2,2,0,0
060730027122004,S000,2023,2,0,2,0
060730027122005,S000,2023,1,0,1,0
060730027122006,S000,2023,4,0,4,0
060730027122007,S000,2023,93,10,71,12
060730027122008,S000,2023,2,2,0,0
060730027122009,S000,2023,1,1,0,0
060730027122010,S000,2023,3,1,2,0
060730027122011,S000,2023,1,0,1,0
060730027122014,S000,2023,1,0,1,0
060730027123000,S000,2023,360,41,86,233
060730027123003,S000,2023,910,26,63,821
060730028011001,S000,2023,21,3,10,8
060730028011002,S000,2023,11,6,4,1
060730028011003,S000,2023,1,0,1,0
060730028011008,S000,2023,71,10,18,43
060730028011009,S000,2023,25,1,9,15
060730028011010,S000,2023,6873,2372,1091,3410
060730028012004,S000,2023,200,75,101,24
060730028012008,S000,2023,114,27,16,71
060730028012013,S000,2023,36,14,7,15
060730028012014,S000,2023,55,28,8,19
060730028012015,S000,2023,365,123,91,151
060730028012016,S000,2023,34,17,11,6
060730028012018,S000,2023,8,4,1,3
060730028012023,S000,2023,5,2,2,1
060730028031000,S000,2023,71,28,39,4
060730028031001,S000,2023,35,20,14,1
060730028031002,S000,2023,21,8,8,5
060730028031003,S000,2023,15,11,3,1
060730028031004,S000,2023,12,3,5,4
060730028031005,S000,2023,52,13,35,4
060730028031006,S000,2023,48,23,18,7
060730028032001,S000,2023,1,0,1,0
060730028032002,S000,2023,2,0,1,1
060730028032003,S000,2023,11,1,9,1
060730028032004,S000,2023,3,0,3,0
060730028032006,S000,2023,29,17,9,3
060730028032007,S000,2023,5,1,4,0
060730028032008,S000,2023,5,1,3,1
060730028032009,S000,2023,9,6,2,1
060730028032010,S000,2023,1,0,1,0
060730028033000,S000,2023,23,5,9,9
060730028033002,S000,2023,55,4,24,27
060730028033003,S000,2023,4,2,2,0
060730028033007,S000,2023,2,0,2,0
060730028034000,S000,2023,123,18,48,57
060730028034001,S000,2023,1,0,0,1
060730028034002,S000,2023,1,0,0,1
060730028041001,S000,2023,13,6,2,5
060730028041003,S000,2023,12,3,6,3
060730028041004,S000,2023,12,4,2,6
060730028041005,S000,2023,8,1,3,4
060730028041010,S000,2023,2,0,0,2
060730028042000,S000,2023,48,10,7,31
060730028042001,S000,2023,2,0,2,0
060730028042002,S000,2023,11,1,3,7
060730028042003,S000,2023,6,2,2,2
060730028042007,S000,2023,85,6,33,46
060730028042008,S000,2023,54,35,16,3
060730028042009,S000,2023,5,3,2,0
060730028042010,S000,2023,12,1,3,8
060730028042011,S000,2023,1,0,0,1
060730028043000,S000,2023,41,22,15,4
060730028043001,S000,2023,1,0,0,1
060730028043002,S000,2023,29,11,17,1
060730028043006,S000,2023,159,7,10,142
060730028043009,S000,2023,22,7,9,6
060730028043010,S000,2023,19,0,6,13
060730028043011,S000,2023,13,4,4,5
060730028043012,S000,2023,12,3,1,8
060730028043013,S000,2023,7,0,1,6
060730028043014,S000,2023,34,4,17,13
060730029021000,S000,2023,13,3,2,8
060730029021001,S000,2023,82,30,39,13
060730029021002,S000,2023,17,2,7,8
060730029021005,S000,2023,58,20,32,6
060730029021006,S000,2023,2,0,0,2
060730029021008,S000,2023,3,2,1,0
060730029021009,S000,2023,41,6,14,21
060730029021010,S000,2023,1,0,1,0
060730029021011,S000,2023,1,0,1,0
060730029021013,S000,2023,1,1,0,0
060730029021015,S000,2023,1,0,0,1
060730029021017,S000,2023,19,5,6,8
060730029021019,S000,2023,12,6,6,0
060730029021020,S000,2023,4,0,2,2
060730029021021,S000,2023,14,0,0,14
060730029021022,S000,2023,1,0,0,1
060730029021028,S000,2023,1,0,1,0
060730029021029,S000,2023,1,1,0,0
060730029021031,S000,2023,9,6,3,0
060730029021034,S000,2023,1,0,1,0
