date,trip_count
2023-05-20,822910
2023-05-21,652672
2023-05-22,557535
2023-05-23,571189
2023-05-24,633854
2023-05-25,623261
2023-05-26,661478
2023-05-27,677703
2023-05-28,626143
2023-05-29,524286
2023-05-30,535245
2023-05-31,577461
2023-06-01,635732
2023-06-02,723330
2023-06-03,747738
2023-06-04,644896
2023-06-05,542055
2023-06-06,587292
2023-06-07,641620
2023-06-08,626937
2023-06-09,704712
2023-06-10,748355
2023-06-11,656424
2023-06-12,592042
2023-06-13,588760
2023-06-14,639830
2023-06-15,667613
2023-06-16,726857
2023-06-17,728780
2023-06-18,647368
2023-06-19,513046
2023-06-20,559485
2023-06-21,609249
2023-06-22,665403
2023-06-23,735506
2023-06-24,753621
2023-06-25,665234
2023-06-26,589173
2023-06-27,588118
2023-06-28,579729
2023-06-29,599673
2023-06-30,658041
2023-07-01,654632
2023-07-02,581042
2023-07-03,501563
2023-07-04,488038
2023-07-05,543259
2023-07-06,554105
2023-07-07,629382
2023-07-08,690844
2023-07-09,621664
2023-07-10,519712
2023-07-11,555757
2023-07-12,599355
2023-07-13,636694
2023-07-14,693394
2023-07-15,762329
2023-07-16,635705
2023-07-17,554822
2023-07-18,583362
2023-07-19,603504
2023-07-20,632683
2023-07-21,703284
2023-07-22,742041
2023-07-23,645036
2023-07-24,533099
2023-07-25,587055
2023-07-26,597796
2023-07-27,654762
2023-07-28,707816
2023-07-29,748156
2023-07-30,639709
2023-07-31,531531
2023-08-01,543261
2023-08-02,566281
2023-08-03,595221
2023-08-04,638192
2023-08-05,691592
2023-08-06,609414
2023-08-07,537112
2023-08-08,526300
2023-08-09,559441
2023-08-10,643276
2023-08-11,653530
2023-08-12,696312
2023-08-13,605113
2023-08-14,512333
2023-08-15,528330
2023-08-16,568965
2023-08-17,592795
2023-08-18,655636
2023-08-19,689272
2023-08-20,606709
2023-08-21,506722
2023-08-22,508431
2023-08-23,533744
2023-08-24,586244
2023-08-25,649421
2023-08-26,708121
2023-08-27,619720
2023-08-28,501202
2023-08-29,527886
2023-08-30,569307
2023-08-31,592267
2023-09-01,651884
2023-09-02,679332
2023-09-03,655806
2023-09-04,543430
2023-09-05,583127
2023-09-06,641826
2023-09-07,692141
2023-09-08,759290
2023-09-09,798041
2023-09-10,736675
2023-09-11,622979
2023-09-12,600149
2023-09-13,631348
2023-09-14,646246
2023-09-15,709395
2023-09-16,737192
2023-09-17,644278
2023-09-18,600332
2023-09-19,549559
2023-09-20,585626
2023-09-21,629723
2023-09-22,699629
2023-09-23,826773
2023-09-24,679708
2023-09-25,562116
2023-09-26,601904
2023-09-27,598360
2023-09-28,678407
2023-09-29,772654
2023-09-30,733193
2023-10-01,654455
2023-10-02,546053
2023-10-03,562974
2023-10-04,593062
2023-10-05,632252
2023-10-06,708940
2023-10-07,769430
2023-10-08,654108
2023-10-09,511962
2023-10-10,558584
2023-10-11,590495
2023-10-12,640981
2023-10-13,720816
2023-10-14,843907
2023-10-15,664887
2023-10-16,563572
2023-10-17,585157
2023-10-18,604966
2023-10-19,646925
2023-10-20,776679
2023-10-21,778652
2023-10-22,669363
2023-10-23,543847
2023-10-24,564079
2023-10-25,596001
2023-10-26,655901
2023-10-27,755994
2023-10-28,865424
2023-10-29,783883
2023-10-30,558791
2023-10-31,584190
2023-11-01,640741
2023-11-02,646614
2023-11-03,707325
2023-11-04,746722
2023-11-05,630819
2023-11-06,552647
2023-11-07,553602
2023-11-08,618596
2023-11-09,653647
2023-11-10,726900
2023-11-11,784305
2023-11-12,684604
2023-11-13,570663
2023-11-14,593731
2023-11-15,624615
2023-11-16,670015
2023-11-17,726103
2023-11-18,810369
2023-11-19,678164
2023-11-20,572606
2023-11-21,643368
2023-11-22,619141
2023-11-23,604479
2023-11-24,552239
2023-11-25,601460
2023-11-26,580984
2023-11-27,552440
2023-11-28,607559
2023-11-29,640095
2023-11-30,674697
2023-12-01,807074
2023-12-02,789751
2023-12-03,732963
2023-12-04,580139
2023-12-05,619610
2023-12-06,676941
2023-12-07,732582
2023-12-08,776020
2023-12-09,806481
2023-12-10,731952
2023-12-11,625230
2023-12-12,635649
2023-12-13,680116
2023-12-14,732110
2023-12-15,799001
2023-12-16,812958
2023-12-17,710261
2023-12-18,629648
2023-12-19,634561
2023-12-20,650400
2023-12-21,672785
2023-12-22,711516
2023-12-23,619968
2023-12-24,581711
2023-12-25,450008
2023-12-26,435068
2023-12-27,492489
2023-12-28,533093
2023-12-29,588157
2023-12-30,593285
2023-12-31,674770
